Pavarde            Vardas       Galutinis
Vasiliauskas       1837Vardenis3.32
Urbonas            1839Vardenis4.00
Vasiliauskas       1840Vardenis4.44
Urbonas            1841Vardenis4.00
Kazlauskas         1842Vardenis2.52
Butkus             1843Vardenis3.28
Ramanauskas        1845Vardenis4.28
Butkus             1847Vardenis4.80
Vasiliauskas       1851Vardenis4.04
Pranevicius        1852Vardenis4.76
Petrauskas         1855Vardenis4.52
Jankauskas         1859Vardenis4.68
Ramanauskas        1860Vardenis2.40
Jankauskas         1861Vardenis4.84
Navickas           1863Vardenis2.88
Butkus             1865Vardenis4.84
Urbonas            1868Vardenis3.00
Ramanauskas        1870Vardenis3.56
Jankauskas         1871Vardenis4.76
Navickas           1872Vardenis3.76
Ramanauskas        1873Vardenis3.08
Pranevicius        1874Vardenis2.76
Pranevicius        1875Vardenis3.88
Butkus             1877Vardenis2.28
Vasiliauskas       1882Vardenis4.28
Navickas           1886Vardenis4.08
Urbonas            1891Vardenis3.48
Kavaliauskas       1893Vardenis3.12
Navickas           1894Vardenis3.64
Kavaliauskas       1897Vardenis3.16
Pranevicius        1901Vardenis4.56
Kazlauskas         1903Vardenis3.96
Vasiliauskas       1910Vardenis4.44
Vasiliauskas       1912Vardenis2.52
Vasiliauskas       1916Vardenis2.28
Navickas           1917Vardenis4.88
Petrauskas         1921Vardenis4.48
Butkus             1922Vardenis2.20
Butkus             1923Vardenis4.48
Kazlauskas         1926Vardenis3.64
Urbonas            1932Vardenis4.48
Kavaliauskas       1933Vardenis4.84
Kazlauskas         1941Vardenis4.84
Ramanauskas        1942Vardenis3.00
Navickas           1945Vardenis2.52
Kavaliauskas       1947Vardenis3.84
Kazlauskas         1948Vardenis3.20
Urbonas            1956Vardenis2.36
Vasiliauskas       1957Vardenis4.40
Butkus             1958Vardenis3.52
Pranevicius        1961Vardenis3.20
Kazlauskas         1962Vardenis4.36
Kazlauskas         1965Vardenis4.44
Butkus             1966Vardenis3.96
Jankauskas         1967Vardenis2.60
Navickas           1973Vardenis4.96
Petrauskas         1977Vardenis4.40
Petrauskas         1979Vardenis4.96
Jankauskas         1980Vardenis4.24
Pranevicius        1981Vardenis2.12
Vasiliauskas       1983Vardenis3.68
Ramanauskas        1986Vardenis2.12
Navickas           1988Vardenis3.44
Jankauskas         1989Vardenis3.60
Urbonas            1993Vardenis4.04
Navickas           1994Vardenis4.72
Butkus             2000Vardenis2.60
Kazlauskas         2006Vardenis1.96
Butkus             2007Vardenis3.24
Kavaliauskas       2008Vardenis4.32
Kazlauskas         2012Vardenis3.76
Vasiliauskas       2014Vardenis4.20
Kazlauskas         2016Vardenis3.56
Kazlauskas         2020Vardenis3.32
Petrauskas         2021Vardenis4.24
Pranevicius        2025Vardenis3.32
Petrauskas         2030Vardenis3.76
Navickas           2032Vardenis4.28
Kavaliauskas       2033Vardenis4.64
Petrauskas         2035Vardenis3.16
Petrauskas         2036Vardenis4.96
Petrauskas         2037Vardenis3.96
Navickas           2038Vardenis3.16
Vasiliauskas       2040Vardenis4.24
Urbonas            2046Vardenis4.60
Butkus             2047Vardenis4.20
Vasiliauskas       2048Vardenis2.12
Ramanauskas        2050Vardenis4.64
Petrauskas         2051Vardenis3.68
Petrauskas         2053Vardenis3.64
Ramanauskas        2057Vardenis4.92
Ramanauskas        2063Vardenis3.16
Butkus             2068Vardenis3.96
Pranevicius        2070Vardenis4.44
Navickas           2071Vardenis4.76
Pranevicius        2073Vardenis4.52
Vasiliauskas       2076Vardenis3.12
Ramanauskas        2079Vardenis2.52
Navickas           2081Vardenis3.56
Ramanauskas        2082Vardenis2.80
Butkus             2084Vardenis3.88
Kavaliauskas       2086Vardenis4.28
Butkus             2089Vardenis4.32
Kavaliauskas       2092Vardenis4.40
Butkus             2093Vardenis4.16
Navickas           2096Vardenis4.08
Pranevicius        2097Vardenis4.20
Petrauskas         2100Vardenis3.88
Jankauskas         2104Vardenis2.88
Vasiliauskas       2106Vardenis3.92
Petrauskas         2108Vardenis2.40
Jankauskas         2109Vardenis3.00
Urbonas            2110Vardenis3.76
Pranevicius        2112Vardenis4.96
Jankauskas         2115Vardenis4.00
Kazlauskas         2116Vardenis3.48
Navickas           2117Vardenis4.20
Kavaliauskas       2120Vardenis2.80
Kazlauskas         2121Vardenis3.40
Kavaliauskas       2127Vardenis4.48
Vasiliauskas       2128Vardenis2.84
Butkus             2133Vardenis3.96
Ramanauskas        2134Vardenis4.32
Navickas           2135Vardenis3.36
Jankauskas         2140Vardenis4.44
Jankauskas         2141Vardenis4.08
Jankauskas         2148Vardenis3.68
Kazlauskas         2149Vardenis3.68
Pranevicius        2150Vardenis4.96
Ramanauskas        2159Vardenis4.20
Kavaliauskas       2160Vardenis3.04
Jankauskas         2163Vardenis4.20
Kazlauskas         2164Vardenis2.84
Pranevicius        2165Vardenis2.84
Kavaliauskas       2166Vardenis4.60
Butkus             2167Vardenis3.64
Kazlauskas         2169Vardenis4.88
Ramanauskas        2171Vardenis3.36
Kazlauskas         2172Vardenis4.24
Kavaliauskas       2177Vardenis3.16
Kazlauskas         2179Vardenis3.68
Navickas           2180Vardenis2.92
Pranevicius        2185Vardenis3.92
Petrauskas         2186Vardenis3.28
Petrauskas         2187Vardenis4.56
Pranevicius        2189Vardenis4.28
Vasiliauskas       2192Vardenis4.60
Petrauskas         2197Vardenis4.60
Butkus             2199Vardenis2.84
Urbonas            2200Vardenis4.28
Jankauskas         2201Vardenis3.56
Butkus             2210Vardenis3.32
Navickas           2216Vardenis4.28
Pranevicius        2220Vardenis3.16
Jankauskas         2224Vardenis4.68
Kazlauskas         2225Vardenis4.28
Ramanauskas        2229Vardenis3.84
Kavaliauskas       2231Vardenis3.48
Vasiliauskas       2232Vardenis3.44
Navickas           2235Vardenis2.16
Kavaliauskas       2243Vardenis3.96
Ramanauskas        2244Vardenis4.28
Petrauskas         2245Vardenis4.76
Jankauskas         2246Vardenis3.00
Jankauskas         2250Vardenis3.44
Kavaliauskas       2251Vardenis3.08
Ramanauskas        2252Vardenis3.76
Petrauskas         2253Vardenis4.08
Navickas           2254Vardenis3.60
Pranevicius        2256Vardenis4.80
Vasiliauskas       2257Vardenis4.04
Navickas           2258Vardenis3.56
Ramanauskas        2263Vardenis3.44
Pranevicius        2265Vardenis4.08
Kazlauskas         2266Vardenis4.04
Petrauskas         2269Vardenis4.24
Kazlauskas         2270Vardenis3.24
Navickas           2271Vardenis4.28
Petrauskas         2272Vardenis2.60
Ramanauskas        2275Vardenis2.84
Kazlauskas         2276Vardenis3.96
Navickas           2280Vardenis4.84
Urbonas            2283Vardenis3.40
Kavaliauskas       2284Vardenis2.44
Jankauskas         2286Vardenis4.04
Ramanauskas        2287Vardenis3.40
Pranevicius        2293Vardenis4.92
Navickas           2295Vardenis4.48
Jankauskas         2298Vardenis3.32
Ramanauskas        2300Vardenis2.20
Pranevicius        2308Vardenis3.00
Pranevicius        2311Vardenis3.52
Kavaliauskas       2315Vardenis3.00
Jankauskas         2316Vardenis2.56
Navickas           2320Vardenis2.88
Vasiliauskas       2324Vardenis3.32
Pranevicius        2327Vardenis2.92
Jankauskas         2328Vardenis4.44
Ramanauskas        2335Vardenis4.28
Jankauskas         2336Vardenis3.08
Vasiliauskas       2339Vardenis4.12
Petrauskas         2340Vardenis4.48
Vasiliauskas       2341Vardenis4.76
Jankauskas         2343Vardenis4.12
Kavaliauskas       2345Vardenis3.40
Petrauskas         2346Vardenis4.72
Pranevicius        2347Vardenis4.48
Navickas           2348Vardenis2.40
Pranevicius        2349Vardenis2.60
Jankauskas         2351Vardenis4.32
Urbonas            2357Vardenis4.32
Navickas           2358Vardenis3.64
Urbonas            2362Vardenis3.88
Butkus             2363Vardenis4.56
Urbonas            2364Vardenis4.52
Ramanauskas        2365Vardenis2.20
Kazlauskas         2366Vardenis2.92
Vasiliauskas       2367Vardenis2.92
Butkus             2369Vardenis3.72
Kazlauskas         2375Vardenis4.36
Kazlauskas         2377Vardenis4.72
Kavaliauskas       2385Vardenis4.20
Petrauskas         2389Vardenis4.36
Ramanauskas        2393Vardenis2.76
Urbonas            2402Vardenis3.08
Kazlauskas         2403Vardenis4.12
Ramanauskas        2404Vardenis4.52
Urbonas            2406Vardenis3.56
Kavaliauskas       2410Vardenis3.16
Kavaliauskas       2411Vardenis3.80
Urbonas            2412Vardenis3.92
Jankauskas         2415Vardenis4.48
Navickas           2417Vardenis2.40
Ramanauskas        2422Vardenis4.36
Petrauskas         2423Vardenis4.28
Butkus             2426Vardenis3.64
Pranevicius        2427Vardenis4.44
Kazlauskas         2428Vardenis2.88
Ramanauskas        2429Vardenis2.36
Vasiliauskas       2433Vardenis3.40
Pranevicius        2434Vardenis3.16
Ramanauskas        2435Vardenis3.40
Pranevicius        2444Vardenis4.64
Jankauskas         2450Vardenis3.04
Kavaliauskas       2451Vardenis3.92
Urbonas            2452Vardenis4.80
Kavaliauskas       2454Vardenis4.84
Navickas           2456Vardenis3.84
Ramanauskas        2457Vardenis4.92
Butkus             2458Vardenis2.64
Butkus             2459Vardenis4.96
Kavaliauskas       2462Vardenis3.24
Pranevicius        2467Vardenis2.12
Jankauskas         2469Vardenis2.60
Butkus             2472Vardenis4.40
Urbonas            2474Vardenis3.20
Ramanauskas        2476Vardenis4.72
Butkus             2477Vardenis4.72
Butkus             2483Vardenis3.16
Vasiliauskas       2484Vardenis4.48
Petrauskas         2485Vardenis4.32
Urbonas            2486Vardenis3.92
Vasiliauskas       2487Vardenis3.60
Petrauskas         2489Vardenis3.52
Ramanauskas        2490Vardenis3.60
Vasiliauskas       2491Vardenis3.20
Navickas           2492Vardenis3.36
Butkus             2495Vardenis4.84
Butkus             2501Vardenis4.32
Petrauskas         2505Vardenis2.52
Kazlauskas         2507Vardenis3.72
Urbonas            2508Vardenis2.96
Navickas           2512Vardenis3.40
Ramanauskas        2513Vardenis4.92
Kavaliauskas       2515Vardenis3.80
Kavaliauskas       2520Vardenis4.80
Butkus             2524Vardenis4.52
Vasiliauskas       2527Vardenis2.96
Kavaliauskas       2528Vardenis3.12
Kazlauskas         2530Vardenis3.72
Jankauskas         2531Vardenis2.68
Kavaliauskas       2535Vardenis4.08
Kazlauskas         2539Vardenis3.96
Pranevicius        2542Vardenis4.72
Jankauskas         2543Vardenis3.16
Ramanauskas        2546Vardenis4.24
Jankauskas         2547Vardenis4.20
Petrauskas         2548Vardenis3.00
Jankauskas         2552Vardenis4.76
Petrauskas         2554Vardenis4.04
Pranevicius        2557Vardenis4.40
Jankauskas         2558Vardenis3.12
Navickas           2560Vardenis3.16
Kazlauskas         2563Vardenis2.12
Vasiliauskas       2564Vardenis3.60
Jankauskas         2571Vardenis3.04
Kazlauskas         2572Vardenis3.40
Butkus             2576Vardenis4.84
Urbonas            2577Vardenis4.20
Urbonas            2580Vardenis2.56
Jankauskas         2581Vardenis3.56
Navickas           2582Vardenis3.20
Butkus             2584Vardenis3.68
Navickas           2586Vardenis2.68
Ramanauskas        2587Vardenis3.28
Kazlauskas         2588Vardenis3.24
Pranevicius        2590Vardenis4.80
Petrauskas         2592Vardenis3.28
Navickas           2594Vardenis4.16
Ramanauskas        2596Vardenis2.68
Navickas           2599Vardenis3.12
Kazlauskas         2601Vardenis3.48
Ramanauskas        2604Vardenis3.88
Jankauskas         2605Vardenis4.84
Urbonas            2606Vardenis3.52
Ramanauskas        2607Vardenis4.92
Petrauskas         2608Vardenis3.36
Kazlauskas         2610Vardenis3.36
Petrauskas         2611Vardenis4.76
Pranevicius        2612Vardenis2.60
Kavaliauskas       2615Vardenis2.36
Kavaliauskas       2618Vardenis4.56
Kavaliauskas       2622Vardenis4.44
Ramanauskas        2623Vardenis4.92
Jankauskas         2627Vardenis4.96
Pranevicius        2629Vardenis3.60
Kazlauskas         2632Vardenis4.36
Jankauskas         2634Vardenis3.68
Kazlauskas         2635Vardenis4.32
Kazlauskas         2637Vardenis3.80
Navickas           2643Vardenis4.68
Vasiliauskas       2644Vardenis4.48
Petrauskas         2645Vardenis3.80
Ramanauskas        2646Vardenis2.36
Navickas           2648Vardenis3.44
Jankauskas         2649Vardenis2.60
Petrauskas         2650Vardenis2.60
Ramanauskas        2654Vardenis4.20
Jankauskas         2656Vardenis3.88
Navickas           2658Vardenis4.96
Ramanauskas        2661Vardenis4.96
Jankauskas         2671Vardenis4.12
Ramanauskas        2672Vardenis4.52
Ramanauskas        2673Vardenis3.28
Petrauskas         2681Vardenis4.68
Kazlauskas         2685Vardenis3.56
Kavaliauskas       2686Vardenis1.72
Petrauskas         2687Vardenis3.00
Pranevicius        2688Vardenis3.64
Kazlauskas         2690Vardenis3.00
Petrauskas         2699Vardenis3.20
Pranevicius        2700Vardenis3.20
Ramanauskas        2701Vardenis3.36
Kavaliauskas       2702Vardenis2.20
Urbonas            2703Vardenis2.84
Vasiliauskas       2704Vardenis3.52
Jankauskas         2707Vardenis4.48
Pranevicius        2710Vardenis4.44
Navickas           2711Vardenis4.32
Urbonas            2713Vardenis2.12
Urbonas            2717Vardenis4.00
Pranevicius        2718Vardenis2.44
Vasiliauskas       2722Vardenis1.72
Urbonas            2723Vardenis3.88
Vasiliauskas       2726Vardenis4.84
Butkus             2729Vardenis4.48
Jankauskas         2730Vardenis2.56
Kazlauskas         2731Vardenis3.20
Petrauskas         2742Vardenis4.24
Vasiliauskas       2747Vardenis3.76
Vasiliauskas       2748Vardenis2.12
Vasiliauskas       2749Vardenis4.64
Petrauskas         2750Vardenis2.68
Pranevicius        2751Vardenis4.80
Vasiliauskas       2752Vardenis3.24
Pranevicius        2758Vardenis3.12
Petrauskas         2760Vardenis2.92
Navickas           2763Vardenis2.20
Navickas           2764Vardenis4.52
Butkus             2766Vardenis4.72
Kazlauskas         2773Vardenis3.64
Kazlauskas         2777Vardenis3.64
Kavaliauskas       2781Vardenis3.84
Navickas           2784Vardenis4.12
Kavaliauskas       2785Vardenis2.36
Petrauskas         2788Vardenis3.24
Ramanauskas        2793Vardenis2.20
Petrauskas         2795Vardenis4.96
Navickas           2796Vardenis3.28
Butkus             2797Vardenis3.68
Ramanauskas        2799Vardenis2.60
Vasiliauskas       2801Vardenis4.56
Kazlauskas         2804Vardenis4.36
Jankauskas         2805Vardenis4.32
Kavaliauskas       2807Vardenis3.36
Pranevicius        2810Vardenis4.80
Jankauskas         2811Vardenis4.88
Ramanauskas        2812Vardenis3.84
Vasiliauskas       2814Vardenis2.80
Jankauskas         2820Vardenis4.32
Petrauskas         2822Vardenis2.76
Pranevicius        2823Vardenis4.16
Kazlauskas         2827Vardenis4.72
Ramanauskas        2828Vardenis4.12
Jankauskas         2833Vardenis3.12
Navickas           2837Vardenis4.76
Kavaliauskas       2840Vardenis4.84
Navickas           2841Vardenis2.80
Pranevicius        2843Vardenis3.32
Navickas           2844Vardenis3.48
Pranevicius        2846Vardenis4.56
Navickas           2849Vardenis4.32
Kavaliauskas       2851Vardenis2.28
Vasiliauskas       2852Vardenis3.40
Butkus             2857Vardenis3.72
Urbonas            2858Vardenis3.00
Kazlauskas         2866Vardenis3.80
Ramanauskas        2868Vardenis3.92
Urbonas            2869Vardenis2.20
Kazlauskas         2872Vardenis4.92
Urbonas            2873Vardenis3.56
Kavaliauskas       2874Vardenis3.88
Butkus             2881Vardenis2.64
Navickas           2883Vardenis2.64
Jankauskas         2884Vardenis2.92
Petrauskas         2886Vardenis3.72
Jankauskas         2887Vardenis3.36
Vasiliauskas       2890Vardenis3.88
Vasiliauskas       2891Vardenis4.64
Kavaliauskas       2895Vardenis2.36
Jankauskas         2898Vardenis4.36
Butkus             2900Vardenis2.60
Petrauskas         2901Vardenis4.40
Urbonas            2903Vardenis4.60
Kavaliauskas       2905Vardenis2.28
Petrauskas         2907Vardenis3.60
Pranevicius        2908Vardenis3.44
Navickas           2909Vardenis3.24
Petrauskas         2913Vardenis3.56
Petrauskas         2918Vardenis4.80
Pranevicius        2920Vardenis2.84
Vasiliauskas       2924Vardenis4.00
Ramanauskas        2926Vardenis4.08
Pranevicius        2930Vardenis1.88
Navickas           2932Vardenis3.00
Pranevicius        2934Vardenis4.32
Kavaliauskas       2935Vardenis3.24
Navickas           2939Vardenis4.32
Navickas           2941Vardenis3.08
Ramanauskas        2942Vardenis4.96
Ramanauskas        2943Vardenis3.68
Vasiliauskas       2944Vardenis4.92
Kazlauskas         2945Vardenis4.32
Navickas           2952Vardenis2.64
Pranevicius        2953Vardenis3.32
Petrauskas         2957Vardenis4.52
Vasiliauskas       2958Vardenis3.48
Ramanauskas        2961Vardenis4.84
Urbonas            2969Vardenis4.56
Petrauskas         2970Vardenis3.84
Kavaliauskas       2971Vardenis2.60
Vasiliauskas       2976Vardenis3.32
Petrauskas         2977Vardenis4.12
Butkus             2979Vardenis3.68
Kavaliauskas       2981Vardenis3.92
Navickas           2983Vardenis4.88
Navickas           2985Vardenis3.88
Urbonas            2991Vardenis2.12
Kavaliauskas       2992Vardenis3.08
Kazlauskas         2994Vardenis3.32
Jankauskas         2995Vardenis4.16
Petrauskas         3000Vardenis4.24
Butkus             3003Vardenis3.24
Ramanauskas        3004Vardenis3.24
Urbonas            3005Vardenis4.68
Vasiliauskas       3006Vardenis3.24
Kavaliauskas       3008Vardenis4.56
Navickas           3017Vardenis4.24
Kavaliauskas       3019Vardenis3.84
Ramanauskas        3021Vardenis2.48
Kavaliauskas       3023Vardenis4.12
Vasiliauskas       3025Vardenis3.64
Petrauskas         3026Vardenis4.68
Navickas           3029Vardenis3.32
Pranevicius        3030Vardenis4.40
Kavaliauskas       3032Vardenis3.12
Vasiliauskas       3036Vardenis2.20
Pranevicius        3037Vardenis3.96
Kazlauskas         3038Vardenis3.52
Urbonas            3041Vardenis4.96
Butkus             3043Vardenis2.48
Petrauskas         3045Vardenis2.92
Vasiliauskas       3046Vardenis4.04
Vasiliauskas       3051Vardenis3.16
Pranevicius        3056Vardenis3.92
Vasiliauskas       3058Vardenis4.20
Kazlauskas         3060Vardenis2.80
Vasiliauskas       3064Vardenis4.28
Petrauskas         3067Vardenis4.44
Navickas           3068Vardenis2.60
Kazlauskas         3069Vardenis4.04
Ramanauskas        3070Vardenis3.16
Petrauskas         3071Vardenis3.48
Petrauskas         3072Vardenis4.60
Petrauskas         3073Vardenis3.48
Pranevicius        3080Vardenis4.32
Petrauskas         3081Vardenis4.72
Urbonas            3082Vardenis3.56
Kavaliauskas       3085Vardenis2.60
Pranevicius        3089Vardenis3.00
Butkus             3091Vardenis3.20
Petrauskas         3093Vardenis4.80
Pranevicius        3095Vardenis3.80
Vasiliauskas       3096Vardenis2.60
Jankauskas         3097Vardenis3.04
Navickas           3098Vardenis3.36
Kavaliauskas       3100Vardenis4.96
Vasiliauskas       3102Vardenis3.56
Kavaliauskas       3104Vardenis2.68
Pranevicius        3110Vardenis4.40
Urbonas            3111Vardenis3.96
Petrauskas         3114Vardenis2.84
Pranevicius        3115Vardenis4.52
Kavaliauskas       3116Vardenis2.04
Pranevicius        3117Vardenis4.20
Urbonas            3118Vardenis4.84
Jankauskas         3121Vardenis2.36
Jankauskas         3123Vardenis2.76
Kavaliauskas       3124Vardenis3.36
Vasiliauskas       3128Vardenis2.92
Jankauskas         3131Vardenis3.44
Ramanauskas        3133Vardenis4.64
Butkus             3135Vardenis3.76
Pranevicius        3136Vardenis2.44
Pranevicius        3138Vardenis3.60
Urbonas            3140Vardenis4.40
Kazlauskas         3142Vardenis3.96
Navickas           3144Vardenis4.48
Jankauskas         3147Vardenis2.84
Ramanauskas        3152Vardenis2.68
Butkus             3154Vardenis4.08
Jankauskas         3157Vardenis3.24
Kazlauskas         3158Vardenis3.72
Jankauskas         3161Vardenis2.92
Petrauskas         3162Vardenis3.76
Navickas           3164Vardenis4.56
Jankauskas         3165Vardenis3.84
Kavaliauskas       3177Vardenis2.36
Urbonas            3178Vardenis3.76
Urbonas            3181Vardenis4.20
Jankauskas         3182Vardenis4.40
Butkus             3183Vardenis3.04
Butkus             3185Vardenis3.84
Pranevicius        3188Vardenis3.44
Kavaliauskas       3190Vardenis4.20
Petrauskas         3191Vardenis4.92
Jankauskas         3192Vardenis4.12
Kazlauskas         3198Vardenis2.60
Butkus             3199Vardenis4.92
Navickas           3200Vardenis3.48
Butkus             3203Vardenis4.04
Pranevicius        3208Vardenis2.96
Pranevicius        3209Vardenis2.44
Kazlauskas         3213Vardenis4.56
Navickas           3215Vardenis4.76
Vasiliauskas       3217Vardenis3.16
Jankauskas         3220Vardenis2.84
Pranevicius        3224Vardenis3.44
Urbonas            3226Vardenis3.40
Butkus             3230Vardenis4.48
Butkus             3232Vardenis4.48
Jankauskas         3233Vardenis3.64
Navickas           3239Vardenis2.96
Navickas           3241Vardenis3.92
Butkus             3244Vardenis4.72
Petrauskas         3248Vardenis3.56
Kazlauskas         3253Vardenis3.72
Navickas           3255Vardenis2.20
Jankauskas         3257Vardenis3.96
Kavaliauskas       3258Vardenis2.72
Navickas           3259Vardenis4.12
Urbonas            3260Vardenis2.64
Kazlauskas         3264Vardenis2.40
Butkus             3266Vardenis2.36
Kazlauskas         3267Vardenis2.60
Butkus             3272Vardenis3.88
Kazlauskas         3275Vardenis3.88
Urbonas            3279Vardenis4.44
Vasiliauskas       3280Vardenis3.56
Petrauskas         3281Vardenis2.88
Pranevicius        3282Vardenis4.40
Ramanauskas        3285Vardenis3.36
Jankauskas         3286Vardenis4.76
Butkus             3287Vardenis3.12
Vasiliauskas       3289Vardenis4.32
Kazlauskas         3290Vardenis4.64
Ramanauskas        3291Vardenis3.08
Urbonas            3297Vardenis3.64
Vasiliauskas       3300Vardenis4.00
Pranevicius        3301Vardenis3.48
Petrauskas         3304Vardenis4.20
Butkus             3309Vardenis3.96
Kazlauskas         3310Vardenis4.24
Navickas           3311Vardenis3.64
Petrauskas         3319Vardenis4.96
Ramanauskas        3320Vardenis3.56
Jankauskas         3321Vardenis3.40
Vasiliauskas       3327Vardenis2.76
Petrauskas         3328Vardenis4.44
Kazlauskas         3329Vardenis3.80
Urbonas            3330Vardenis2.12
Navickas           3331Vardenis4.44
Urbonas            3334Vardenis3.24
Petrauskas         3337Vardenis2.92
Petrauskas         3344Vardenis3.16
Navickas           3348Vardenis4.32
Butkus             3349Vardenis4.60
Urbonas            3351Vardenis3.00
Butkus             3352Vardenis4.36
Jankauskas         3357Vardenis3.60
Navickas           3358Vardenis3.12
Petrauskas         3359Vardenis3.56
Butkus             3362Vardenis2.60
Pranevicius        3363Vardenis2.92
Kavaliauskas       3364Vardenis2.28
Pranevicius        3368Vardenis3.32
Pranevicius        3373Vardenis3.72
Ramanauskas        3382Vardenis2.60
Petrauskas         3383Vardenis4.08
Urbonas            3384Vardenis4.04
Ramanauskas        3389Vardenis4.76
Ramanauskas        3390Vardenis4.08
Petrauskas         3393Vardenis2.84
Navickas           3394Vardenis4.56
Navickas           3401Vardenis3.40
Kavaliauskas       3405Vardenis4.44
Kavaliauskas       3407Vardenis3.28
Navickas           3414Vardenis4.32
Butkus             3418Vardenis4.04
Navickas           3419Vardenis4.56
Vasiliauskas       3422Vardenis4.40
Ramanauskas        3423Vardenis1.92
Urbonas            3424Vardenis4.24
Kazlauskas         3427Vardenis4.84
Kavaliauskas       3428Vardenis4.44
Vasiliauskas       3432Vardenis4.72
Vasiliauskas       3435Vardenis3.12
Butkus             3437Vardenis2.68
Butkus             3438Vardenis4.68
Kazlauskas         3440Vardenis3.76
Urbonas            3441Vardenis2.44
Jankauskas         3442Vardenis3.24
Kavaliauskas       3446Vardenis4.92
Kavaliauskas       3451Vardenis3.84
Vasiliauskas       3452Vardenis2.68
Petrauskas         3454Vardenis3.80
Urbonas            3455Vardenis4.24
Butkus             3456Vardenis2.20
Butkus             3460Vardenis3.48
Ramanauskas        3461Vardenis3.32
Petrauskas         3462Vardenis3.80
Ramanauskas        3464Vardenis4.56
Jankauskas         3466Vardenis3.48
Navickas           3472Vardenis4.44
Navickas           3478Vardenis2.96
Kavaliauskas       3479Vardenis3.20
Petrauskas         3481Vardenis3.84
Petrauskas         3483Vardenis4.12
Petrauskas         3484Vardenis4.24
Pranevicius        3485Vardenis2.88
Butkus             3488Vardenis3.52
Urbonas            3491Vardenis2.92
Kazlauskas         3492Vardenis4.96
Navickas           3493Vardenis3.84
Ramanauskas        3495Vardenis4.84
Navickas           3500Vardenis3.64
Kazlauskas         3501Vardenis3.76
Navickas           3503Vardenis3.16
Urbonas            3507Vardenis4.80
Vasiliauskas       3511Vardenis3.80
Vasiliauskas       3513Vardenis3.44
Ramanauskas        3523Vardenis2.76
Jankauskas         3528Vardenis3.80
Navickas           3530Vardenis4.48
Jankauskas         3531Vardenis3.92
Jankauskas         3536Vardenis2.76
Vasiliauskas       3538Vardenis4.48
Butkus             3544Vardenis4.40
Pranevicius        3547Vardenis4.60
Kazlauskas         3549Vardenis4.40
Vasiliauskas       3550Vardenis4.36
Vasiliauskas       3551Vardenis3.88
Petrauskas         3553Vardenis2.92
Petrauskas         3558Vardenis3.72
Pranevicius        3559Vardenis3.68
Kavaliauskas       3563Vardenis3.76
Kazlauskas         3564Vardenis3.92
Petrauskas         3566Vardenis4.04
Ramanauskas        3567Vardenis3.60
Kavaliauskas       3571Vardenis3.48
Kavaliauskas       3574Vardenis3.00
Petrauskas         3575Vardenis3.24
Jankauskas         3580Vardenis3.24
Butkus             3582Vardenis4.80
Kazlauskas         3585Vardenis3.72
Ramanauskas        3586Vardenis3.84
Ramanauskas        3587Vardenis2.64
Urbonas            3588Vardenis4.12
Pranevicius        3591Vardenis3.60
Kazlauskas         3593Vardenis2.52
Navickas           3596Vardenis3.32
Kazlauskas         3598Vardenis4.48
Vasiliauskas       3603Vardenis3.48
Ramanauskas        3612Vardenis2.60
Kazlauskas         3614Vardenis4.68
Ramanauskas        3615Vardenis3.68
Butkus             3617Vardenis3.92
Kavaliauskas       3618Vardenis3.20
Pranevicius        3619Vardenis2.60
Vasiliauskas       3630Vardenis2.44
Navickas           3631Vardenis4.00
Petrauskas         3639Vardenis3.36
Petrauskas         3640Vardenis4.88
Petrauskas         3641Vardenis2.36
Navickas           3646Vardenis2.88
Kavaliauskas       3647Vardenis4.40
Kazlauskas         3648Vardenis3.96
Kavaliauskas       3653Vardenis4.20
Navickas           3655Vardenis3.40
Urbonas            3657Vardenis3.68
Jankauskas         3659Vardenis3.48
Petrauskas         3660Vardenis3.40
Jankauskas         3664Vardenis3.04
Kavaliauskas       3669Vardenis3.88
Vasiliauskas       3670Vardenis2.20
Petrauskas         3674Vardenis4.84
Kazlauskas         3676Vardenis4.60
Pranevicius        3679Vardenis3.80
Pranevicius        3684Vardenis2.20
Urbonas            3685Vardenis4.60
Butkus             3686Vardenis2.92
Urbonas            3687Vardenis2.92
Jankauskas         3688Vardenis4.84
Pranevicius        3689Vardenis4.68
Urbonas            3691Vardenis4.44
Pranevicius        3693Vardenis4.56
Kavaliauskas       3696Vardenis2.24
Ramanauskas        3701Vardenis3.72
Navickas           3702Vardenis2.68
Petrauskas         3704Vardenis3.68
Butkus             3706Vardenis3.24
Vasiliauskas       3709Vardenis3.40
Ramanauskas        3712Vardenis2.40
Petrauskas         3713Vardenis3.60
Kavaliauskas       3715Vardenis3.88
Urbonas            3716Vardenis4.80
Jankauskas         3718Vardenis2.68
Urbonas            3720Vardenis4.48
Kazlauskas         3722Vardenis4.44
Urbonas            3726Vardenis2.60
Kavaliauskas       3727Vardenis4.84
Ramanauskas        3728Vardenis4.04
Pranevicius        3729Vardenis4.64
Pranevicius        3732Vardenis3.16
Petrauskas         3733Vardenis3.96
Kazlauskas         3734Vardenis3.20
Butkus             3736Vardenis4.12
Vasiliauskas       3738Vardenis4.72
Ramanauskas        3739Vardenis3.52
Kazlauskas         3740Vardenis2.52
Pranevicius        3741Vardenis2.36
Urbonas            3742Vardenis3.52
