Pavarde            Vardas       Galutinis
Jankauskas         2241Vardenis6.00
Jankauskas         2242Vardenis8.32
Kavaliauskas       2246Vardenis5.60
Pranevicius        2247Vardenis8.48
Ramanauskas        2248Vardenis6.56
Vasiliauskas       2252Vardenis9.44
Jankauskas         2254Vardenis8.64
Vasiliauskas       2257Vardenis6.72
Kazlauskas         2258Vardenis6.36
Ramanauskas        2260Vardenis7.08
Kavaliauskas       2261Vardenis5.40
Vasiliauskas       2263Vardenis8.00
Urbonas            2265Vardenis8.00
Urbonas            2267Vardenis7.00
Kazlauskas         2268Vardenis8.32
Butkus             2269Vardenis7.32
Navickas           2270Vardenis6.36
Jankauskas         2272Vardenis5.16
Ramanauskas        2273Vardenis6.24
Kazlauskas         2275Vardenis6.60
Petrauskas         2277Vardenis8.00
Kazlauskas         2278Vardenis6.20
Vasiliauskas       2279Vardenis7.00
Kazlauskas         2282Vardenis7.20
Ramanauskas        2284Vardenis5.80
Kazlauskas         2285Vardenis5.40
Pranevicius        2289Vardenis8.40
Urbonas            2291Vardenis7.28
Urbonas            2292Vardenis6.68
Butkus             2293Vardenis5.00
Ramanauskas        2294Vardenis8.40
Jankauskas         2299Vardenis6.72
Butkus             2300Vardenis6.68
Kavaliauskas       2303Vardenis6.20
Urbonas            2304Vardenis8.08
Butkus             2307Vardenis6.72
Jankauskas         2308Vardenis6.24
Kavaliauskas       2312Vardenis5.88
Vasiliauskas       2313Vardenis7.16
Jankauskas         2315Vardenis8.16
Pranevicius        2316Vardenis7.16
Urbonas            2319Vardenis8.00
Butkus             2320Vardenis5.52
Pranevicius        2321Vardenis7.52
Kavaliauskas       2324Vardenis5.68
Pranevicius        2325Vardenis5.68
Pranevicius        2326Vardenis6.84
Urbonas            2327Vardenis5.92
Ramanauskas        2329Vardenis6.24
Petrauskas         2330Vardenis7.24
Ramanauskas        2332Vardenis6.88
Pranevicius        2333Vardenis5.40
Urbonas            2335Vardenis8.12
Petrauskas         2336Vardenis5.04
Petrauskas         2338Vardenis6.60
Petrauskas         2340Vardenis5.28
Butkus             2341Vardenis5.76
Ramanauskas        2342Vardenis7.24
Pranevicius        2344Vardenis5.20
Jankauskas         2346Vardenis6.52
Kazlauskas         2347Vardenis7.64
Petrauskas         2348Vardenis6.24
Jankauskas         2349Vardenis6.24
Pranevicius        2350Vardenis6.44
Vasiliauskas       2352Vardenis7.52
Navickas           2353Vardenis5.12
Kavaliauskas       2354Vardenis5.72
Kavaliauskas       2356Vardenis5.20
Butkus             2357Vardenis7.84
Petrauskas         2359Vardenis6.32
Urbonas            2362Vardenis7.28
Pranevicius        2364Vardenis7.72
Butkus             2365Vardenis7.04
Pranevicius        2366Vardenis5.36
Jankauskas         2367Vardenis5.88
Kazlauskas         2368Vardenis6.68
Pranevicius        2369Vardenis6.12
Vasiliauskas       2371Vardenis5.12
Pranevicius        2372Vardenis6.52
Urbonas            2373Vardenis5.72
Vasiliauskas       2374Vardenis6.96
Kavaliauskas       2376Vardenis7.68
Ramanauskas        2377Vardenis6.12
Kavaliauskas       2378Vardenis6.60
Pranevicius        2379Vardenis6.40
Butkus             2380Vardenis6.60
Kavaliauskas       2381Vardenis6.92
Jankauskas         2382Vardenis8.24
Petrauskas         2383Vardenis5.80
Petrauskas         2384Vardenis6.52
Petrauskas         2385Vardenis5.84
Ramanauskas        2387Vardenis8.36
Kavaliauskas       2388Vardenis5.52
Ramanauskas        2389Vardenis7.80
Kazlauskas         2390Vardenis6.68
Butkus             2392Vardenis6.88
Vasiliauskas       2393Vardenis6.92
Petrauskas         2394Vardenis7.76
Kavaliauskas       2395Vardenis7.68
Pranevicius        2396Vardenis7.48
Butkus             2397Vardenis6.48
Urbonas            2398Vardenis5.92
Navickas           2400Vardenis5.52
Butkus             2401Vardenis5.08
Jankauskas         2403Vardenis6.68
Jankauskas         2404Vardenis8.52
Urbonas            2405Vardenis8.56
Ramanauskas        2406Vardenis7.52
Urbonas            2407Vardenis5.24
Kazlauskas         2409Vardenis8.16
Petrauskas         2410Vardenis6.64
Jankauskas         2412Vardenis7.40
Urbonas            2413Vardenis5.16
Kavaliauskas       2414Vardenis6.44
Jankauskas         2416Vardenis6.04
Pranevicius        2419Vardenis6.08
Kavaliauskas       2420Vardenis8.76
Butkus             2423Vardenis6.08
Kavaliauskas       2426Vardenis7.64
Navickas           2427Vardenis8.08
Kavaliauskas       2428Vardenis5.48
Butkus             2429Vardenis7.76
Jankauskas         2430Vardenis5.96
Urbonas            2433Vardenis6.40
Urbonas            2434Vardenis6.48
Urbonas            2435Vardenis6.04
Kavaliauskas       2436Vardenis8.32
Ramanauskas        2437Vardenis6.88
Navickas           2438Vardenis7.16
Ramanauskas        2439Vardenis6.64
Urbonas            2441Vardenis5.92
Vasiliauskas       2442Vardenis5.00
Pranevicius        2444Vardenis8.40
Pranevicius        2445Vardenis5.52
Ramanauskas        2446Vardenis6.20
Ramanauskas        2451Vardenis5.28
Petrauskas         2454Vardenis8.56
Jankauskas         2456Vardenis7.12
Kavaliauskas       2459Vardenis5.80
Jankauskas         2460Vardenis6.52
Kavaliauskas       2461Vardenis7.56
Kavaliauskas       2462Vardenis8.08
Butkus             2464Vardenis6.48
Urbonas            2465Vardenis7.08
Urbonas            2466Vardenis8.20
Pranevicius        2468Vardenis5.84
Vasiliauskas       2469Vardenis6.04
Ramanauskas        2470Vardenis5.16
Butkus             2471Vardenis6.84
Kazlauskas         2473Vardenis7.24
Jankauskas         2474Vardenis7.36
Butkus             2475Vardenis6.12
Jankauskas         2477Vardenis6.08
Vasiliauskas       2481Vardenis5.28
Kazlauskas         2482Vardenis8.40
Kavaliauskas       2483Vardenis5.36
Petrauskas         2484Vardenis6.60
Pranevicius        2485Vardenis7.76
Vasiliauskas       2486Vardenis6.12
Butkus             2487Vardenis7.32
Ramanauskas        2489Vardenis7.92
Pranevicius        2490Vardenis7.32
Butkus             2491Vardenis5.12
Urbonas            2492Vardenis7.48
Ramanauskas        2493Vardenis8.12
Kazlauskas         2494Vardenis6.16
Pranevicius        2495Vardenis7.80
Pranevicius        2497Vardenis6.72
Kazlauskas         2498Vardenis8.04
Pranevicius        2501Vardenis7.20
Ramanauskas        2506Vardenis6.92
Pranevicius        2509Vardenis8.00
Pranevicius        2514Vardenis8.32
Ramanauskas        2516Vardenis6.56
Petrauskas         2517Vardenis7.84
Jankauskas         2518Vardenis6.64
Urbonas            2520Vardenis7.92
Ramanauskas        2521Vardenis7.40
Jankauskas         2522Vardenis8.84
Kavaliauskas       2526Vardenis7.56
Pranevicius        2531Vardenis5.36
Petrauskas         2532Vardenis5.64
Kavaliauskas       2534Vardenis6.24
Petrauskas         2536Vardenis7.60
Pranevicius        2537Vardenis6.56
Jankauskas         2538Vardenis7.24
Vasiliauskas       2540Vardenis5.08
Pranevicius        2543Vardenis6.24
Kavaliauskas       2545Vardenis8.24
Petrauskas         2546Vardenis8.20
Ramanauskas        2549Vardenis7.72
Jankauskas         2550Vardenis6.88
Butkus             2551Vardenis7.28
Kazlauskas         2552Vardenis7.52
Kazlauskas         2554Vardenis6.20
Butkus             2555Vardenis6.24
Jankauskas         2557Vardenis7.68
Kazlauskas         2558Vardenis7.04
Kazlauskas         2561Vardenis6.00
Butkus             2562Vardenis5.64
Ramanauskas        2563Vardenis5.64
Urbonas            2565Vardenis5.08
Kavaliauskas       2566Vardenis7.52
Jankauskas         2567Vardenis8.72
Kazlauskas         2568Vardenis5.80
Butkus             2569Vardenis6.28
Navickas           2570Vardenis7.88
Navickas           2573Vardenis6.84
Jankauskas         2580Vardenis7.16
Kavaliauskas       2582Vardenis5.72
Kavaliauskas       2584Vardenis6.08
Ramanauskas        2586Vardenis5.40
Kazlauskas         2588Vardenis7.20
Kazlauskas         2589Vardenis7.32
Ramanauskas        2590Vardenis5.36
Butkus             2592Vardenis5.44
Vasiliauskas       2594Vardenis9.20
Vasiliauskas       2599Vardenis8.44
Butkus             2602Vardenis9.28
Petrauskas         2603Vardenis5.16
Navickas           2604Vardenis5.28
Kazlauskas         2605Vardenis7.12
Vasiliauskas       2607Vardenis5.84
Vasiliauskas       2608Vardenis8.12
Pranevicius        2610Vardenis8.08
Urbonas            2613Vardenis6.96
Kazlauskas         2614Vardenis7.48
Jankauskas         2615Vardenis7.36
Kazlauskas         2616Vardenis7.48
Butkus             2617Vardenis7.76
Ramanauskas        2618Vardenis5.80
Urbonas            2619Vardenis5.32
Vasiliauskas       2620Vardenis6.24
Navickas           2621Vardenis7.00
Jankauskas         2623Vardenis6.12
Vasiliauskas       2625Vardenis6.00
Kazlauskas         2626Vardenis5.08
Navickas           2627Vardenis5.96
Jankauskas         2634Vardenis5.28
Vasiliauskas       2636Vardenis7.32
Petrauskas         2637Vardenis6.56
Kazlauskas         2639Vardenis5.68
Vasiliauskas       2640Vardenis5.24
Pranevicius        2641Vardenis6.76
Butkus             2643Vardenis6.04
Petrauskas         2645Vardenis6.96
Kavaliauskas       2647Vardenis5.84
Jankauskas         2648Vardenis7.28
Petrauskas         2652Vardenis7.12
Jankauskas         2654Vardenis7.08
Kavaliauskas       2657Vardenis7.48
Jankauskas         2660Vardenis8.32
Urbonas            2662Vardenis6.04
Vasiliauskas       2663Vardenis5.08
Kazlauskas         2666Vardenis6.52
Butkus             2669Vardenis5.08
Pranevicius        2670Vardenis5.56
Kazlauskas         2672Vardenis5.88
Kavaliauskas       2673Vardenis5.44
Jankauskas         2674Vardenis6.56
Kazlauskas         2675Vardenis7.32
Butkus             2677Vardenis6.56
Kazlauskas         2678Vardenis8.16
Kazlauskas         2679Vardenis6.44
Jankauskas         2681Vardenis7.56
Urbonas            2682Vardenis5.36
Ramanauskas        2683Vardenis6.16
Jankauskas         2684Vardenis8.12
Vasiliauskas       2686Vardenis8.04
Jankauskas         2687Vardenis6.00
Urbonas            2688Vardenis6.28
Vasiliauskas       2689Vardenis6.40
Urbonas            2690Vardenis6.32
Kavaliauskas       2692Vardenis7.28
Jankauskas         2695Vardenis8.24
Urbonas            2697Vardenis8.00
Ramanauskas        2698Vardenis6.68
Vasiliauskas       2701Vardenis5.52
Pranevicius        2703Vardenis5.40
Kavaliauskas       2705Vardenis7.72
Vasiliauskas       2708Vardenis5.40
Jankauskas         2709Vardenis6.92
Urbonas            2710Vardenis5.04
Pranevicius        2711Vardenis6.72
Kavaliauskas       2712Vardenis7.28
Kazlauskas         2713Vardenis7.28
Kazlauskas         2715Vardenis7.88
Pranevicius        2716Vardenis7.92
Jankauskas         2717Vardenis5.00
Ramanauskas        2718Vardenis7.28
Navickas           2722Vardenis5.24
Kazlauskas         2724Vardenis8.36
Butkus             2725Vardenis6.36
Jankauskas         2726Vardenis5.04
Navickas           2728Vardenis6.20
Petrauskas         2729Vardenis5.40
Petrauskas         2730Vardenis6.44
Pranevicius        2732Vardenis6.56
Urbonas            2734Vardenis7.28
Jankauskas         2735Vardenis6.08
Butkus             2736Vardenis5.68
Navickas           2737Vardenis5.08
Jankauskas         2738Vardenis7.00
Vasiliauskas       2739Vardenis7.92
Vasiliauskas       2741Vardenis6.16
Navickas           2744Vardenis8.04
Kazlauskas         2747Vardenis8.48
Kazlauskas         2748Vardenis5.68
Navickas           2749Vardenis7.24
Kavaliauskas       2752Vardenis5.68
Navickas           2753Vardenis8.08
Kavaliauskas       2756Vardenis5.60
Petrauskas         2757Vardenis7.68
Ramanauskas        2760Vardenis8.44
Petrauskas         2761Vardenis8.32
Urbonas            2762Vardenis8.24
Ramanauskas        2763Vardenis5.76
Petrauskas         2765Vardenis5.56
Vasiliauskas       2766Vardenis6.68
Navickas           2768Vardenis5.56
Vasiliauskas       2770Vardenis5.64
Ramanauskas        2771Vardenis6.48
Ramanauskas        2773Vardenis5.80
Ramanauskas        2775Vardenis7.96
Pranevicius        2776Vardenis5.80
Navickas           2777Vardenis8.24
Urbonas            2778Vardenis7.08
Ramanauskas        2780Vardenis5.56
Navickas           2781Vardenis8.44
Jankauskas         2782Vardenis8.24
Kavaliauskas       2783Vardenis6.56
Ramanauskas        2792Vardenis5.60
Urbonas            2793Vardenis7.68
Navickas           2795Vardenis5.72
Jankauskas         2796Vardenis8.36
Ramanauskas        2798Vardenis5.64
Jankauskas         2799Vardenis6.16
Navickas           2801Vardenis5.36
Kavaliauskas       2803Vardenis5.80
Ramanauskas        2804Vardenis7.88
Kazlauskas         2806Vardenis6.52
Pranevicius        2810Vardenis7.56
Kazlauskas         2811Vardenis7.76
Ramanauskas        2812Vardenis8.48
Ramanauskas        2813Vardenis7.96
Navickas           2814Vardenis5.76
Kavaliauskas       2818Vardenis7.24
Ramanauskas        2819Vardenis5.36
Ramanauskas        2820Vardenis5.92
Vasiliauskas       2821Vardenis8.56
Petrauskas         2822Vardenis7.72
Navickas           2823Vardenis6.92
Vasiliauskas       2824Vardenis5.16
Ramanauskas        2825Vardenis6.28
Ramanauskas        2827Vardenis7.20
Ramanauskas        2830Vardenis5.48
Jankauskas         2831Vardenis8.16
Ramanauskas        2832Vardenis6.76
Petrauskas         2833Vardenis8.40
Kazlauskas         2834Vardenis7.32
Butkus             2835Vardenis8.64
Kavaliauskas       2836Vardenis6.92
Petrauskas         2837Vardenis7.00
Petrauskas         2839Vardenis6.32
Navickas           2842Vardenis8.04
Petrauskas         2845Vardenis7.12
Pranevicius        2846Vardenis6.48
Butkus             2847Vardenis8.64
Kazlauskas         2848Vardenis6.12
Vasiliauskas       2850Vardenis7.76
Kazlauskas         2851Vardenis5.76
Kazlauskas         2852Vardenis5.08
Pranevicius        2853Vardenis9.04
Vasiliauskas       2856Vardenis8.64
Kazlauskas         2858Vardenis6.48
Petrauskas         2859Vardenis6.52
Vasiliauskas       2862Vardenis7.68
Kazlauskas         2864Vardenis5.64
Vasiliauskas       2867Vardenis5.48
Jankauskas         2870Vardenis5.00
Jankauskas         2871Vardenis8.64
Butkus             2875Vardenis5.56
Kazlauskas         2877Vardenis8.96
Vasiliauskas       2878Vardenis5.32
Butkus             2879Vardenis6.96
Kavaliauskas       2880Vardenis6.80
Kavaliauskas       2881Vardenis5.24
Pranevicius        2882Vardenis5.64
Pranevicius        2888Vardenis6.28
Petrauskas         2890Vardenis7.12
Urbonas            2891Vardenis7.16
Vasiliauskas       2893Vardenis5.76
Kavaliauskas       2894Vardenis6.32
Butkus             2895Vardenis6.60
Kavaliauskas       2897Vardenis7.24
Navickas           2898Vardenis7.76
Ramanauskas        2899Vardenis6.52
Jankauskas         2900Vardenis5.32
Vasiliauskas       2902Vardenis5.88
Navickas           2904Vardenis7.40
Petrauskas         2907Vardenis6.88
Ramanauskas        2909Vardenis5.00
Navickas           2911Vardenis6.12
Petrauskas         2914Vardenis7.04
Ramanauskas        2915Vardenis6.08
Ramanauskas        2916Vardenis8.64
Navickas           2917Vardenis6.40
Kazlauskas         2919Vardenis6.84
Jankauskas         2922Vardenis7.24
Petrauskas         2923Vardenis7.84
Vasiliauskas       2924Vardenis6.64
Ramanauskas        2927Vardenis5.40
Petrauskas         2929Vardenis5.20
Urbonas            2933Vardenis6.96
Kavaliauskas       2934Vardenis6.76
Ramanauskas        2936Vardenis7.80
Vasiliauskas       2937Vardenis7.68
Kazlauskas         2939Vardenis7.12
Urbonas            2940Vardenis5.84
Butkus             2941Vardenis6.04
Kavaliauskas       2943Vardenis8.56
Ramanauskas        2945Vardenis8.00
Urbonas            2946Vardenis7.56
Urbonas            2947Vardenis6.08
Pranevicius        2948Vardenis7.92
Kavaliauskas       2949Vardenis7.80
Navickas           2951Vardenis7.12
Navickas           2953Vardenis5.24
Petrauskas         2954Vardenis5.92
Pranevicius        2955Vardenis5.68
Petrauskas         2958Vardenis8.36
Petrauskas         2959Vardenis7.00
Vasiliauskas       2961Vardenis6.76
Petrauskas         2963Vardenis6.52
Butkus             2964Vardenis5.60
Petrauskas         2965Vardenis7.88
Kavaliauskas       2967Vardenis5.96
Vasiliauskas       2968Vardenis8.24
Butkus             2969Vardenis5.84
Butkus             2970Vardenis7.36
Butkus             2971Vardenis6.04
Navickas           2973Vardenis6.00
Urbonas            2976Vardenis8.00
Ramanauskas        2978Vardenis7.16
Vasiliauskas       2979Vardenis5.84
Petrauskas         2980Vardenis5.76
Urbonas            2982Vardenis8.68
Pranevicius        2986Vardenis8.24
Jankauskas         2988Vardenis5.72
Petrauskas         2991Vardenis5.60
Kazlauskas         2992Vardenis7.12
Ramanauskas        2993Vardenis8.80
Butkus             2994Vardenis8.04
Petrauskas         2996Vardenis7.16
Jankauskas         2998Vardenis7.60
Pranevicius        2999Vardenis5.24
Kazlauskas         3001Vardenis5.56
Pranevicius        3007Vardenis7.56
Butkus             3010Vardenis5.04
Pranevicius        3011Vardenis6.88
Pranevicius        3012Vardenis7.60
Jankauskas         3013Vardenis8.56
Kazlauskas         3014Vardenis5.76
Navickas           3016Vardenis5.80
Urbonas            3017Vardenis6.76
Navickas           3019Vardenis6.84
Urbonas            3020Vardenis7.32
Kazlauskas         3022Vardenis5.48
Navickas           3024Vardenis5.60
Kavaliauskas       3027Vardenis6.20
Urbonas            3028Vardenis7.76
Jankauskas         3030Vardenis5.80
Kazlauskas         3032Vardenis6.60
Urbonas            3034Vardenis7.88
Ramanauskas        3035Vardenis8.80
Jankauskas         3038Vardenis5.92
Kazlauskas         3041Vardenis6.92
Petrauskas         3043Vardenis8.32
Kazlauskas         3044Vardenis6.32
Pranevicius        3046Vardenis5.28
Kazlauskas         3047Vardenis6.44
Kazlauskas         3053Vardenis6.68
Jankauskas         3054Vardenis7.84
Butkus             3055Vardenis8.12
Petrauskas         3056Vardenis6.96
Pranevicius        3057Vardenis6.12
Petrauskas         3059Vardenis8.16
Petrauskas         3060Vardenis6.56
Petrauskas         3061Vardenis6.32
Navickas           3064Vardenis6.44
Jankauskas         3066Vardenis6.12
Vasiliauskas       3067Vardenis5.52
Navickas           3069Vardenis7.84
Vasiliauskas       3071Vardenis5.92
Petrauskas         3074Vardenis8.32
Kazlauskas         3075Vardenis5.88
Butkus             3076Vardenis7.92
Ramanauskas        3077Vardenis6.60
Urbonas            3078Vardenis6.04
Urbonas            3080Vardenis5.64
Jankauskas         3081Vardenis5.48
Jankauskas         3082Vardenis6.24
Butkus             3083Vardenis5.80
Pranevicius        3084Vardenis6.44
Kavaliauskas       3085Vardenis5.44
Kazlauskas         3087Vardenis7.12
Butkus             3088Vardenis7.92
Navickas           3089Vardenis6.88
Pranevicius        3091Vardenis7.80
Butkus             3092Vardenis6.96
Petrauskas         3093Vardenis5.16
Pranevicius        3094Vardenis7.56
Navickas           3095Vardenis7.76
Ramanauskas        3097Vardenis8.96
Kazlauskas         3098Vardenis6.44
Kazlauskas         3099Vardenis5.04
Kazlauskas         3102Vardenis7.92
Butkus             3104Vardenis6.88
Vasiliauskas       3105Vardenis6.04
Navickas           3106Vardenis5.44
Vasiliauskas       3108Vardenis5.68
Vasiliauskas       3111Vardenis8.80
Pranevicius        3113Vardenis8.12
Butkus             3114Vardenis7.24
Urbonas            3115Vardenis7.96
Pranevicius        3116Vardenis6.48
Navickas           3117Vardenis7.60
Ramanauskas        3118Vardenis7.28
Kavaliauskas       3120Vardenis8.36
Urbonas            3122Vardenis7.08
Jankauskas         3123Vardenis7.48
Kazlauskas         3125Vardenis7.68
Urbonas            3127Vardenis6.56
Navickas           3128Vardenis6.08
Kavaliauskas       3129Vardenis8.32
Petrauskas         3130Vardenis5.00
Navickas           3133Vardenis7.24
Navickas           3136Vardenis7.20
Vasiliauskas       3137Vardenis5.72
Pranevicius        3141Vardenis6.88
Kavaliauskas       3142Vardenis7.00
Kavaliauskas       3143Vardenis5.68
Navickas           3146Vardenis7.48
Vasiliauskas       3148Vardenis7.88
Kavaliauskas       3151Vardenis8.48
Pranevicius        3153Vardenis8.44
Kazlauskas         3154Vardenis8.16
Jankauskas         3159Vardenis6.20
Vasiliauskas       3160Vardenis5.76
Butkus             3161Vardenis6.56
Ramanauskas        3162Vardenis5.44
Butkus             3163Vardenis5.68
Urbonas            3165Vardenis5.68
Vasiliauskas       3166Vardenis6.24
Vasiliauskas       3167Vardenis7.44
Petrauskas         3169Vardenis6.36
Vasiliauskas       3170Vardenis7.92
Vasiliauskas       3171Vardenis5.00
Ramanauskas        3172Vardenis5.72
Butkus             3176Vardenis7.48
Kazlauskas         3178Vardenis6.88
Navickas           3180Vardenis8.28
Petrauskas         3181Vardenis5.68
Ramanauskas        3182Vardenis5.04
Vasiliauskas       3183Vardenis5.76
Jankauskas         3188Vardenis6.60
Vasiliauskas       3189Vardenis6.44
Navickas           3190Vardenis8.08
Butkus             3191Vardenis7.88
Kavaliauskas       3192Vardenis6.32
Ramanauskas        3193Vardenis7.20
Navickas           3199Vardenis7.48
Kavaliauskas       3201Vardenis7.00
Kazlauskas         3202Vardenis5.60
Kavaliauskas       3203Vardenis5.64
Petrauskas         3205Vardenis6.64
Navickas           3206Vardenis8.32
Urbonas            3209Vardenis6.16
Butkus             3213Vardenis6.96
Petrauskas         3214Vardenis7.36
Pranevicius        3217Vardenis7.68
Vasiliauskas       3220Vardenis8.68
Petrauskas         3224Vardenis7.28
Ramanauskas        3225Vardenis6.48
Vasiliauskas       3227Vardenis6.88
Kavaliauskas       3230Vardenis8.32
Petrauskas         3231Vardenis6.56
Petrauskas         3232Vardenis5.56
Ramanauskas        3236Vardenis6.72
Pranevicius        3237Vardenis5.20
Urbonas            3240Vardenis5.72
Kavaliauskas       3243Vardenis5.84
Urbonas            3245Vardenis5.08
Urbonas            3246Vardenis6.84
Navickas           3247Vardenis6.56
Kavaliauskas       3248Vardenis9.04
Kazlauskas         3251Vardenis5.48
Kavaliauskas       3252Vardenis6.76
Navickas           3253Vardenis8.72
Navickas           3254Vardenis6.56
Kazlauskas         3255Vardenis7.28
Pranevicius        3258Vardenis6.48
Kazlauskas         3259Vardenis8.40
Butkus             3260Vardenis8.12
Navickas           3261Vardenis8.80
Pranevicius        3263Vardenis5.96
Navickas           3264Vardenis5.80
Navickas           3265Vardenis5.36
Ramanauskas        3267Vardenis7.68
Ramanauskas        3268Vardenis9.04
Petrauskas         3269Vardenis8.08
Navickas           3273Vardenis6.08
Kavaliauskas       3276Vardenis8.40
Jankauskas         3278Vardenis5.20
Kavaliauskas       3280Vardenis5.44
Petrauskas         3281Vardenis7.08
Navickas           3282Vardenis6.24
Petrauskas         3283Vardenis5.04
Pranevicius        3285Vardenis7.56
Vasiliauskas       3286Vardenis7.20
Kavaliauskas       3289Vardenis5.52
Kavaliauskas       3290Vardenis6.36
Butkus             3292Vardenis6.64
Pranevicius        3293Vardenis7.52
Petrauskas         3294Vardenis6.04
Petrauskas         3296Vardenis5.00
Ramanauskas        3297Vardenis6.96
Kazlauskas         3299Vardenis7.72
Navickas           3300Vardenis6.84
Kazlauskas         3301Vardenis5.36
Jankauskas         3302Vardenis7.92
Jankauskas         3304Vardenis6.16
Navickas           3305Vardenis8.24
Vasiliauskas       3309Vardenis5.24
Kazlauskas         3314Vardenis5.16
Kazlauskas         3315Vardenis8.28
Vasiliauskas       3316Vardenis5.00
Jankauskas         3317Vardenis8.36
Jankauskas         3318Vardenis7.84
Urbonas            3321Vardenis5.88
Kazlauskas         3322Vardenis8.20
Vasiliauskas       3323Vardenis7.44
Kazlauskas         3328Vardenis5.24
Vasiliauskas       3330Vardenis7.04
Navickas           3331Vardenis7.12
Ramanauskas        3333Vardenis5.12
Petrauskas         3335Vardenis5.88
Ramanauskas        3336Vardenis5.48
Pranevicius        3337Vardenis6.00
Kavaliauskas       3338Vardenis7.80
Ramanauskas        3340Vardenis7.32
Navickas           3341Vardenis7.76
Kavaliauskas       3343Vardenis8.04
Butkus             3344Vardenis5.64
Ramanauskas        3345Vardenis7.16
Pranevicius        3346Vardenis5.80
Navickas           3348Vardenis5.44
Petrauskas         3352Vardenis8.00
Pranevicius        3353Vardenis5.96
Butkus             3355Vardenis6.60
Urbonas            3356Vardenis7.68
Kazlauskas         3357Vardenis7.04
Petrauskas         3358Vardenis6.36
Vasiliauskas       3359Vardenis8.40
Kavaliauskas       3360Vardenis7.92
Navickas           3365Vardenis8.12
Navickas           3367Vardenis9.04
Ramanauskas        3370Vardenis7.20
Butkus             3372Vardenis5.52
Jankauskas         3373Vardenis5.24
Navickas           3376Vardenis6.60
Petrauskas         3379Vardenis6.12
Butkus             3380Vardenis7.08
Ramanauskas        3386Vardenis8.24
Kazlauskas         3387Vardenis7.04
Ramanauskas        3388Vardenis7.20
Butkus             3389Vardenis5.20
Petrauskas         3390Vardenis7.76
Kazlauskas         3391Vardenis5.48
Butkus             3392Vardenis7.20
Pranevicius        3393Vardenis6.92
Vasiliauskas       3394Vardenis7.96
Ramanauskas        3395Vardenis8.72
Urbonas            3398Vardenis7.16
Jankauskas         3402Vardenis5.16
Petrauskas         3403Vardenis5.28
Kavaliauskas       3407Vardenis6.00
Urbonas            3409Vardenis6.20
Ramanauskas        3410Vardenis6.12
Jankauskas         3411Vardenis6.16
Petrauskas         3412Vardenis5.96
Ramanauskas        3413Vardenis6.84
Ramanauskas        3415Vardenis5.76
Navickas           3416Vardenis5.56
Pranevicius        3417Vardenis5.04
Navickas           3418Vardenis5.20
Butkus             3419Vardenis6.36
Urbonas            3420Vardenis7.20
Pranevicius        3422Vardenis7.40
Pranevicius        3425Vardenis8.08
Petrauskas         3428Vardenis7.32
Navickas           3430Vardenis6.28
Jankauskas         3432Vardenis6.56
Jankauskas         3433Vardenis6.04
Navickas           3434Vardenis7.28
Petrauskas         3435Vardenis5.84
Ramanauskas        3437Vardenis6.28
Kavaliauskas       3438Vardenis8.48
Navickas           3439Vardenis5.76
Vasiliauskas       3440Vardenis7.56
Kavaliauskas       3443Vardenis6.20
Kavaliauskas       3444Vardenis6.96
Ramanauskas        3446Vardenis5.92
Kazlauskas         3447Vardenis7.12
Urbonas            3448Vardenis8.24
Vasiliauskas       3449Vardenis5.56
Kazlauskas         3450Vardenis7.36
Butkus             3451Vardenis7.20
Pranevicius        3453Vardenis5.72
Jankauskas         3459Vardenis8.48
Vasiliauskas       3461Vardenis8.00
Kazlauskas         3462Vardenis7.68
Kavaliauskas       3465Vardenis6.36
Kazlauskas         3466Vardenis6.28
Kazlauskas         3467Vardenis6.84
Kavaliauskas       3470Vardenis8.24
Kavaliauskas       3471Vardenis7.24
Pranevicius        3473Vardenis5.96
Butkus             3474Vardenis8.88
Navickas           3477Vardenis8.96
Kavaliauskas       3478Vardenis5.80
Vasiliauskas       3479Vardenis7.04
Navickas           3481Vardenis5.76
Vasiliauskas       3482Vardenis6.80
Navickas           3483Vardenis7.56
Pranevicius        3484Vardenis9.04
Jankauskas         3487Vardenis7.88
Vasiliauskas       3488Vardenis5.92
Petrauskas         3489Vardenis5.68
Jankauskas         3490Vardenis6.72
Urbonas            3491Vardenis7.44
Kazlauskas         3493Vardenis5.60
Vasiliauskas       3495Vardenis5.64
Petrauskas         3496Vardenis5.92
Jankauskas         3497Vardenis7.12
Butkus             3498Vardenis8.20
Navickas           3501Vardenis8.20
Navickas           3502Vardenis7.16
Kazlauskas         3503Vardenis7.60
Vasiliauskas       3504Vardenis7.68
Petrauskas         3507Vardenis8.80
Butkus             3513Vardenis8.12
Urbonas            3514Vardenis6.36
Vasiliauskas       3515Vardenis5.60
Jankauskas         3518Vardenis7.48
Jankauskas         3519Vardenis5.60
Jankauskas         3520Vardenis5.80
Petrauskas         3521Vardenis5.04
Petrauskas         3523Vardenis6.76
Pranevicius        3524Vardenis8.28
Kazlauskas         3527Vardenis5.00
Kazlauskas         3529Vardenis7.28
Pranevicius        3530Vardenis5.44
Kazlauskas         3531Vardenis7.60
Jankauskas         3532Vardenis5.96
Jankauskas         3534Vardenis7.24
Urbonas            3540Vardenis8.40
Pranevicius        3541Vardenis6.84
Vasiliauskas       3542Vardenis7.76
