Pavarde            Vardas       Galutinis
Urbonas            21572Vardenis4.32
Petrauskas         21573Vardenis3.20
Navickas           21574Vardenis3.72
Kavaliauskas       21578Vardenis2.44
Jankauskas         21582Vardenis4.76
Kazlauskas         21584Vardenis4.56
Navickas           21587Vardenis4.88
Jankauskas         21589Vardenis3.04
Jankauskas         21591Vardenis2.52
Ramanauskas        21592Vardenis4.20
Pranevicius        21598Vardenis3.32
Butkus             21599Vardenis3.28
Petrauskas         21603Vardenis3.88
Butkus             21604Vardenis4.04
Ramanauskas        21605Vardenis3.56
Kavaliauskas       21606Vardenis2.04
Butkus             21608Vardenis3.60
Kavaliauskas       21609Vardenis4.16
Kazlauskas         21610Vardenis4.88
Urbonas            21611Vardenis3.56
Urbonas            21615Vardenis3.60
Ramanauskas        21617Vardenis3.96
Butkus             21623Vardenis3.72
Pranevicius        21624Vardenis2.60
Kavaliauskas       21625Vardenis2.76
Jankauskas         21627Vardenis4.68
Urbonas            21628Vardenis4.28
Petrauskas         21629Vardenis3.92
Petrauskas         21631Vardenis4.28
Jankauskas         21634Vardenis3.36
Ramanauskas        21638Vardenis2.28
Kavaliauskas       21639Vardenis3.68
Petrauskas         21642Vardenis4.32
Kazlauskas         21643Vardenis2.40
Petrauskas         21644Vardenis1.80
Navickas           21645Vardenis4.92
Ramanauskas        21649Vardenis3.96
Kazlauskas         21650Vardenis4.52
Petrauskas         21651Vardenis3.52
Vasiliauskas       21652Vardenis2.12
Urbonas            21655Vardenis3.96
Petrauskas         21656Vardenis2.52
Ramanauskas        21657Vardenis3.48
Pranevicius        21658Vardenis3.00
Kazlauskas         21659Vardenis3.60
Vasiliauskas       21660Vardenis3.40
Pranevicius        21661Vardenis2.92
Pranevicius        21664Vardenis3.60
Urbonas            21668Vardenis2.92
Pranevicius        21671Vardenis2.68
Vasiliauskas       21672Vardenis4.20
Navickas           21676Vardenis3.68
Butkus             21677Vardenis3.16
Ramanauskas        21679Vardenis3.40
Urbonas            21681Vardenis3.12
Navickas           21682Vardenis4.64
Urbonas            21684Vardenis4.44
Petrauskas         21697Vardenis4.48
Vasiliauskas       21699Vardenis3.40
Petrauskas         21700Vardenis4.04
Ramanauskas        21701Vardenis4.60
Jankauskas         21703Vardenis3.68
Jankauskas         21704Vardenis4.32
Butkus             21705Vardenis3.48
Butkus             21708Vardenis4.12
Kavaliauskas       21710Vardenis2.68
Urbonas            21714Vardenis2.52
Jankauskas         21717Vardenis4.72
Petrauskas         21722Vardenis4.92
Petrauskas         21724Vardenis3.72
Pranevicius        21729Vardenis3.40
Petrauskas         21734Vardenis4.56
Vasiliauskas       21735Vardenis4.88
Jankauskas         21736Vardenis3.68
Urbonas            21737Vardenis4.28
Vasiliauskas       21738Vardenis3.60
Urbonas            21739Vardenis4.84
Kavaliauskas       21743Vardenis2.84
Navickas           21744Vardenis2.52
Ramanauskas        21746Vardenis3.44
Vasiliauskas       21754Vardenis3.52
Vasiliauskas       21756Vardenis2.80
Urbonas            21757Vardenis2.52
Pranevicius        21760Vardenis4.60
Kazlauskas         21762Vardenis2.96
Ramanauskas        21763Vardenis2.28
Navickas           21765Vardenis2.44
Petrauskas         21766Vardenis2.64
Vasiliauskas       21767Vardenis3.88
Butkus             21768Vardenis3.28
Navickas           21771Vardenis3.60
Petrauskas         21772Vardenis3.44
Jankauskas         21773Vardenis4.16
Pranevicius        21778Vardenis3.92
Butkus             21782Vardenis4.88
Butkus             21789Vardenis3.92
Ramanauskas        21790Vardenis4.80
Vasiliauskas       21791Vardenis4.60
Pranevicius        21793Vardenis4.56
Kazlauskas         21794Vardenis3.44
Kazlauskas         21795Vardenis2.76
Vasiliauskas       21801Vardenis4.32
Kazlauskas         21803Vardenis4.76
Petrauskas         21806Vardenis1.72
Kazlauskas         21807Vardenis2.44
Kavaliauskas       21809Vardenis4.84
Kavaliauskas       21814Vardenis2.20
Kavaliauskas       21816Vardenis1.96
Kavaliauskas       21819Vardenis4.96
Pranevicius        21825Vardenis4.56
Pranevicius        21826Vardenis3.72
Urbonas            21827Vardenis4.64
Vasiliauskas       21828Vardenis3.60
Vasiliauskas       21835Vardenis2.68
Jankauskas         21837Vardenis3.44
Vasiliauskas       21845Vardenis2.44
Pranevicius        21846Vardenis4.44
Navickas           21849Vardenis2.52
Urbonas            21851Vardenis3.76
Ramanauskas        21852Vardenis2.36
Pranevicius        21853Vardenis2.68
Kavaliauskas       21855Vardenis3.20
Pranevicius        21857Vardenis3.72
Jankauskas         21860Vardenis3.64
Petrauskas         21867Vardenis3.08
Kazlauskas         21869Vardenis3.88
Kavaliauskas       21870Vardenis3.56
Vasiliauskas       21872Vardenis3.96
Jankauskas         21873Vardenis4.20
Jankauskas         21874Vardenis3.28
Jankauskas         21881Vardenis2.20
Petrauskas         21883Vardenis2.92
Petrauskas         21889Vardenis3.44
Kazlauskas         21890Vardenis3.64
Navickas           21891Vardenis4.52
Urbonas            21894Vardenis4.16
Urbonas            21898Vardenis3.88
Pranevicius        21900Vardenis4.80
Jankauskas         21906Vardenis4.72
Butkus             21917Vardenis3.12
Petrauskas         21919Vardenis2.52
Ramanauskas        21922Vardenis4.72
Kazlauskas         21924Vardenis4.64
Pranevicius        21925Vardenis3.36
Kazlauskas         21928Vardenis3.92
Kavaliauskas       21933Vardenis1.88
Navickas           21937Vardenis4.36
Navickas           21938Vardenis4.68
Navickas           21939Vardenis3.48
Jankauskas         21940Vardenis4.76
Kavaliauskas       21950Vardenis3.04
Navickas           21951Vardenis3.40
Vasiliauskas       21952Vardenis3.08
Kazlauskas         21955Vardenis3.20
Butkus             21956Vardenis4.84
Navickas           21957Vardenis2.60
Ramanauskas        21961Vardenis2.60
Kazlauskas         21962Vardenis3.04
Jankauskas         21963Vardenis2.36
Pranevicius        21966Vardenis4.48
Ramanauskas        21968Vardenis3.88
Butkus             21970Vardenis4.84
Kazlauskas         21975Vardenis4.84
Vasiliauskas       21976Vardenis4.36
Kazlauskas         21977Vardenis3.80
Petrauskas         21982Vardenis3.64
Navickas           21983Vardenis3.96
Petrauskas         21984Vardenis4.00
Vasiliauskas       21985Vardenis3.36
Kazlauskas         21988Vardenis4.92
Navickas           21990Vardenis3.60
Ramanauskas        21993Vardenis4.32
Petrauskas         21995Vardenis2.88
Jankauskas         21996Vardenis3.52
Kazlauskas         22000Vardenis2.76
Vasiliauskas       22002Vardenis3.68
Kazlauskas         22003Vardenis2.92
Navickas           22006Vardenis3.04
Vasiliauskas       22008Vardenis3.32
Urbonas            22010Vardenis2.68
Petrauskas         22012Vardenis3.48
Jankauskas         22015Vardenis4.64
Vasiliauskas       22020Vardenis4.88
Petrauskas         22021Vardenis2.28
Jankauskas         22023Vardenis2.88
Jankauskas         22025Vardenis1.72
Vasiliauskas       22026Vardenis3.80
Urbonas            22028Vardenis3.16
Pranevicius        22030Vardenis3.16
Urbonas            22031Vardenis2.96
Pranevicius        22034Vardenis2.76
Petrauskas         22038Vardenis3.68
Ramanauskas        22039Vardenis4.28
Ramanauskas        22040Vardenis3.24
Navickas           22043Vardenis3.56
Navickas           22044Vardenis4.20
Petrauskas         22048Vardenis3.08
Petrauskas         22049Vardenis4.56
Pranevicius        22051Vardenis2.28
Ramanauskas        22053Vardenis4.84
Ramanauskas        22054Vardenis3.80
Butkus             22058Vardenis3.72
Navickas           22059Vardenis4.96
Kazlauskas         22061Vardenis4.52
Vasiliauskas       22064Vardenis2.88
Petrauskas         22066Vardenis3.80
Petrauskas         22067Vardenis4.08
Butkus             22075Vardenis3.04
Petrauskas         22076Vardenis4.88
Vasiliauskas       22080Vardenis1.96
Pranevicius        22083Vardenis3.84
Urbonas            22084Vardenis4.60
Navickas           22086Vardenis3.40
Navickas           22087Vardenis2.76
Kavaliauskas       22088Vardenis4.08
Urbonas            22090Vardenis4.84
Kavaliauskas       22091Vardenis2.40
Kazlauskas         22092Vardenis4.04
Vasiliauskas       22093Vardenis2.84
Kavaliauskas       22094Vardenis4.52
Navickas           22095Vardenis3.20
Butkus             22109Vardenis3.16
Ramanauskas        22111Vardenis4.00
Navickas           22113Vardenis4.68
Kazlauskas         22117Vardenis3.56
Butkus             22118Vardenis4.96
Jankauskas         22119Vardenis4.92
Vasiliauskas       22121Vardenis4.92
Ramanauskas        22122Vardenis3.32
Petrauskas         22123Vardenis3.68
Pranevicius        22125Vardenis2.36
Butkus             22126Vardenis3.08
Petrauskas         22127Vardenis3.04
Petrauskas         22140Vardenis3.56
Ramanauskas        22141Vardenis1.80
Ramanauskas        22145Vardenis3.44
Pranevicius        22146Vardenis3.12
Petrauskas         22149Vardenis3.04
Butkus             22152Vardenis3.08
Navickas           22154Vardenis2.88
Pranevicius        22155Vardenis2.84
Urbonas            22161Vardenis2.68
Ramanauskas        22163Vardenis2.76
Vasiliauskas       22164Vardenis1.88
Pranevicius        22165Vardenis3.64
Navickas           22166Vardenis3.32
Urbonas            22173Vardenis4.28
Kavaliauskas       22176Vardenis2.60
Petrauskas         22178Vardenis3.32
Pranevicius        22181Vardenis2.52
Kavaliauskas       22183Vardenis4.80
Vasiliauskas       22184Vardenis2.68
Urbonas            22185Vardenis1.88
Jankauskas         22188Vardenis3.88
Urbonas            22189Vardenis4.68
Kazlauskas         22192Vardenis3.84
Urbonas            22194Vardenis2.20
Navickas           22195Vardenis3.64
Butkus             22198Vardenis3.08
Vasiliauskas       22200Vardenis3.16
Navickas           22203Vardenis3.60
Kavaliauskas       22205Vardenis2.64
Petrauskas         22209Vardenis1.88
Kavaliauskas       22212Vardenis4.08
Petrauskas         22216Vardenis3.84
Petrauskas         22219Vardenis4.04
Ramanauskas        22221Vardenis3.28
Butkus             22222Vardenis3.64
Kazlauskas         22224Vardenis3.24
Urbonas            22225Vardenis3.28
Urbonas            22227Vardenis4.80
Navickas           22228Vardenis4.56
Kazlauskas         22230Vardenis3.80
Navickas           22231Vardenis4.60
Urbonas            22232Vardenis3.56
Vasiliauskas       22237Vardenis3.96
Kazlauskas         22239Vardenis4.92
Kazlauskas         22242Vardenis4.76
Butkus             22244Vardenis2.56
Pranevicius        22249Vardenis2.40
Kavaliauskas       22254Vardenis2.60
Ramanauskas        22255Vardenis4.68
Navickas           22257Vardenis3.36
Ramanauskas        22258Vardenis3.80
Urbonas            22259Vardenis4.72
Pranevicius        22263Vardenis2.20
Kavaliauskas       22267Vardenis2.84
Jankauskas         22270Vardenis4.52
Vasiliauskas       22271Vardenis2.36
Petrauskas         22274Vardenis3.60
Pranevicius        22275Vardenis3.64
Petrauskas         22276Vardenis3.96
Petrauskas         22277Vardenis4.48
Butkus             22279Vardenis3.88
Pranevicius        22281Vardenis4.92
Ramanauskas        22282Vardenis2.44
Butkus             22283Vardenis4.64
Vasiliauskas       22284Vardenis4.08
Pranevicius        22287Vardenis4.28
Kazlauskas         22289Vardenis4.96
Urbonas            22290Vardenis2.92
Urbonas            22291Vardenis3.20
Petrauskas         22292Vardenis4.84
Jankauskas         22293Vardenis2.68
Pranevicius        22295Vardenis4.48
Jankauskas         22297Vardenis4.32
Vasiliauskas       22299Vardenis4.24
Kavaliauskas       22300Vardenis3.88
Kazlauskas         22306Vardenis3.48
Petrauskas         22308Vardenis3.08
Navickas           22311Vardenis3.16
Vasiliauskas       22312Vardenis3.24
Urbonas            22314Vardenis2.92
Urbonas            22317Vardenis3.64
Petrauskas         22318Vardenis4.56
Navickas           22323Vardenis2.80
Urbonas            22324Vardenis4.56
Urbonas            22325Vardenis3.04
Kazlauskas         22327Vardenis3.00
Jankauskas         22328Vardenis2.52
Urbonas            22330Vardenis4.48
Kavaliauskas       22338Vardenis4.16
Petrauskas         22344Vardenis4.20
Kazlauskas         22353Vardenis3.88
Petrauskas         22354Vardenis2.60
Kazlauskas         22362Vardenis3.72
Jankauskas         22364Vardenis3.24
Petrauskas         22366Vardenis4.76
Kazlauskas         22367Vardenis2.52
Butkus             22368Vardenis2.20
Navickas           22370Vardenis3.20
Ramanauskas        22374Vardenis4.72
Kazlauskas         22375Vardenis4.24
Butkus             22376Vardenis2.80
Urbonas            22378Vardenis4.88
Butkus             22382Vardenis3.52
Jankauskas         22383Vardenis3.76
Butkus             22386Vardenis4.68
Butkus             22388Vardenis4.28
Petrauskas         22392Vardenis3.92
Navickas           22394Vardenis2.52
Butkus             22397Vardenis2.68
Kavaliauskas       22398Vardenis3.12
Kazlauskas         22400Vardenis2.12
Navickas           22401Vardenis3.52
Kazlauskas         22404Vardenis3.40
Petrauskas         22409Vardenis1.80
Petrauskas         22410Vardenis4.08
Ramanauskas        22413Vardenis3.84
Urbonas            22416Vardenis3.92
Ramanauskas        22419Vardenis2.92
Butkus             22424Vardenis3.92
Jankauskas         22425Vardenis3.44
Petrauskas         22428Vardenis2.52
Urbonas            22432Vardenis4.96
Jankauskas         22437Vardenis4.60
Urbonas            22440Vardenis3.52
Pranevicius        22441Vardenis3.08
Petrauskas         22447Vardenis3.40
Navickas           22448Vardenis3.20
Butkus             22453Vardenis4.48
Urbonas            22455Vardenis2.84
Petrauskas         22458Vardenis3.76
Kazlauskas         22459Vardenis4.96
Vasiliauskas       22460Vardenis3.92
Kavaliauskas       22465Vardenis4.44
Petrauskas         22468Vardenis3.96
Urbonas            22469Vardenis2.96
Navickas           22471Vardenis4.28
Vasiliauskas       22472Vardenis4.80
Navickas           22474Vardenis2.88
Kavaliauskas       22475Vardenis4.44
Urbonas            22476Vardenis2.36
Vasiliauskas       22477Vardenis3.80
Urbonas            22478Vardenis4.08
Pranevicius        22479Vardenis3.08
Kazlauskas         22481Vardenis3.12
Vasiliauskas       22484Vardenis3.12
Jankauskas         22489Vardenis2.28
Vasiliauskas       22492Vardenis3.52
Jankauskas         22494Vardenis3.20
Navickas           22495Vardenis4.96
Jankauskas         22497Vardenis3.20
Navickas           22501Vardenis2.44
Pranevicius        22503Vardenis3.36
Urbonas            22506Vardenis3.24
Kazlauskas         22507Vardenis3.64
Jankauskas         22510Vardenis4.64
Jankauskas         22512Vardenis3.32
Ramanauskas        22516Vardenis4.80
Navickas           22521Vardenis4.36
Navickas           22530Vardenis4.08
Butkus             22531Vardenis3.68
Pranevicius        22532Vardenis4.04
Navickas           22535Vardenis4.56
Butkus             22537Vardenis2.12
Vasiliauskas       22540Vardenis4.12
Jankauskas         22544Vardenis3.64
Vasiliauskas       22547Vardenis2.52
Vasiliauskas       22550Vardenis4.96
Jankauskas         22554Vardenis3.84
Kazlauskas         22555Vardenis1.80
Navickas           22557Vardenis3.36
Kazlauskas         22558Vardenis3.84
Ramanauskas        22559Vardenis4.48
Petrauskas         22560Vardenis2.32
Petrauskas         22561Vardenis2.36
Butkus             22563Vardenis1.72
Navickas           22567Vardenis1.48
Petrauskas         22568Vardenis4.52
Kazlauskas         22572Vardenis4.08
Kazlauskas         22578Vardenis3.20
Pranevicius        22579Vardenis2.92
Kazlauskas         22580Vardenis3.88
Navickas           22581Vardenis2.80
Vasiliauskas       22590Vardenis4.16
Navickas           22592Vardenis3.96
Kazlauskas         22593Vardenis2.04
Navickas           22594Vardenis3.48
Urbonas            22595Vardenis4.68
Ramanauskas        22597Vardenis4.40
Vasiliauskas       22599Vardenis3.68
Kavaliauskas       22600Vardenis4.56
Kavaliauskas       22601Vardenis3.56
Kavaliauskas       22602Vardenis3.80
Petrauskas         22603Vardenis4.20
Urbonas            22609Vardenis3.52
Ramanauskas        22610Vardenis3.60
Urbonas            22612Vardenis3.08
Kazlauskas         22614Vardenis4.76
Butkus             22615Vardenis3.12
Urbonas            22620Vardenis4.20
Vasiliauskas       22622Vardenis3.24
Vasiliauskas       22624Vardenis2.48
Petrauskas         22625Vardenis2.52
Ramanauskas        22626Vardenis3.36
Vasiliauskas       22628Vardenis3.84
Kazlauskas         22630Vardenis4.36
Kazlauskas         22631Vardenis4.40
Petrauskas         22635Vardenis3.12
Pranevicius        22636Vardenis4.92
Navickas           22637Vardenis4.84
Navickas           22639Vardenis2.28
Urbonas            22644Vardenis4.16
Ramanauskas        22646Vardenis3.08
Kavaliauskas       22647Vardenis3.16
Petrauskas         22648Vardenis3.96
Jankauskas         22652Vardenis4.48
Urbonas            22653Vardenis3.52
Urbonas            22654Vardenis4.20
Kavaliauskas       22657Vardenis2.96
Jankauskas         22659Vardenis4.28
Ramanauskas        22661Vardenis3.76
Navickas           22662Vardenis3.52
Butkus             22664Vardenis3.20
Ramanauskas        22666Vardenis4.48
Vasiliauskas       22667Vardenis2.04
Urbonas            22675Vardenis3.32
Pranevicius        22676Vardenis3.36
Kazlauskas         22678Vardenis3.48
Kazlauskas         22680Vardenis2.20
Vasiliauskas       22681Vardenis2.48
Butkus             22682Vardenis2.44
Kazlauskas         22683Vardenis2.48
Urbonas            22685Vardenis3.48
Kazlauskas         22687Vardenis4.68
Vasiliauskas       22688Vardenis2.76
Butkus             22689Vardenis4.48
Kavaliauskas       22690Vardenis4.76
Kazlauskas         22691Vardenis4.64
Jankauskas         22692Vardenis2.68
Petrauskas         22695Vardenis2.28
Ramanauskas        22697Vardenis4.04
Jankauskas         22699Vardenis1.96
Kavaliauskas       22701Vardenis4.92
Pranevicius        22703Vardenis3.32
Urbonas            22708Vardenis2.48
Butkus             22711Vardenis4.68
Urbonas            22713Vardenis4.96
Petrauskas         22714Vardenis3.68
Petrauskas         22716Vardenis4.80
Pranevicius        22721Vardenis3.00
Urbonas            22722Vardenis3.68
Vasiliauskas       22723Vardenis3.72
Navickas           22725Vardenis2.04
Petrauskas         22726Vardenis4.60
Petrauskas         22728Vardenis4.24
Kavaliauskas       22730Vardenis4.32
Kavaliauskas       22731Vardenis2.96
Vasiliauskas       22733Vardenis2.28
Urbonas            22735Vardenis4.08
Pranevicius        22736Vardenis4.28
Butkus             22738Vardenis3.40
Butkus             22743Vardenis4.56
Ramanauskas        22745Vardenis4.08
Vasiliauskas       22746Vardenis3.08
Petrauskas         22748Vardenis2.20
Kazlauskas         22751Vardenis2.80
Kavaliauskas       22754Vardenis4.52
Jankauskas         22756Vardenis2.12
Jankauskas         22757Vardenis4.36
Ramanauskas        22758Vardenis2.92
Vasiliauskas       22760Vardenis3.88
Navickas           22762Vardenis4.24
Urbonas            22765Vardenis3.32
Jankauskas         22766Vardenis3.44
Navickas           22767Vardenis4.12
Urbonas            22771Vardenis3.52
Petrauskas         22772Vardenis3.16
Kazlauskas         22773Vardenis3.20
Ramanauskas        22775Vardenis2.52
Kazlauskas         22779Vardenis4.24
Butkus             22780Vardenis2.80
Navickas           22782Vardenis4.80
Jankauskas         22792Vardenis3.48
Urbonas            22794Vardenis4.76
Vasiliauskas       22797Vardenis3.00
Urbonas            22801Vardenis3.28
Petrauskas         22802Vardenis3.96
Petrauskas         22806Vardenis4.68
Kazlauskas         22808Vardenis4.36
Urbonas            22813Vardenis3.72
Butkus             22815Vardenis4.12
Kavaliauskas       22819Vardenis2.84
Urbonas            22820Vardenis4.08
Pranevicius        22821Vardenis3.16
Navickas           22822Vardenis4.80
Urbonas            22825Vardenis3.00
Petrauskas         22827Vardenis4.88
Urbonas            22830Vardenis4.20
Ramanauskas        22833Vardenis2.64
Ramanauskas        22837Vardenis3.92
Jankauskas         22839Vardenis4.12
Pranevicius        22840Vardenis4.68
Ramanauskas        22842Vardenis3.56
Butkus             22845Vardenis3.44
Pranevicius        22846Vardenis3.24
Ramanauskas        22849Vardenis3.24
Kavaliauskas       22851Vardenis3.68
Vasiliauskas       22852Vardenis4.44
Kazlauskas         22858Vardenis3.88
Kazlauskas         22859Vardenis3.36
Pranevicius        22863Vardenis4.40
Kavaliauskas       22868Vardenis4.88
Vasiliauskas       22869Vardenis4.36
Navickas           22871Vardenis3.40
Kazlauskas         22872Vardenis3.52
Navickas           22873Vardenis2.76
Petrauskas         22877Vardenis4.88
Kazlauskas         22878Vardenis3.72
Jankauskas         22879Vardenis3.28
Petrauskas         22882Vardenis3.80
Urbonas            22886Vardenis4.44
Pranevicius        22887Vardenis3.84
Kazlauskas         22888Vardenis4.48
Petrauskas         22890Vardenis2.76
Urbonas            22891Vardenis4.92
Kazlauskas         22894Vardenis4.36
Vasiliauskas       22896Vardenis2.52
Urbonas            22899Vardenis3.40
Navickas           22901Vardenis4.00
Jankauskas         22902Vardenis4.48
Ramanauskas        22904Vardenis3.04
Vasiliauskas       22909Vardenis3.88
Ramanauskas        22910Vardenis4.16
Jankauskas         22911Vardenis4.88
Petrauskas         22912Vardenis3.48
Butkus             22913Vardenis4.80
Kazlauskas         22914Vardenis3.96
Petrauskas         22918Vardenis2.36
Butkus             22922Vardenis3.04
Kazlauskas         22925Vardenis2.32
Kazlauskas         22928Vardenis3.16
Pranevicius        22929Vardenis3.56
Jankauskas         22935Vardenis3.40
Navickas           22936Vardenis3.88
Petrauskas         22939Vardenis4.32
Navickas           22944Vardenis3.52
Kazlauskas         22945Vardenis2.60
Vasiliauskas       22954Vardenis3.56
Urbonas            22955Vardenis3.76
Jankauskas         22958Vardenis4.08
Petrauskas         22959Vardenis4.24
Kazlauskas         22963Vardenis2.44
Kazlauskas         22964Vardenis4.80
Kazlauskas         22967Vardenis4.24
Vasiliauskas       22970Vardenis3.60
Kavaliauskas       22975Vardenis3.16
Vasiliauskas       22976Vardenis3.64
Urbonas            22979Vardenis2.76
Petrauskas         22980Vardenis4.36
Kavaliauskas       22981Vardenis4.84
Kazlauskas         22982Vardenis3.32
Urbonas            22983Vardenis3.80
Kavaliauskas       22984Vardenis3.88
Petrauskas         22986Vardenis2.52
Jankauskas         22988Vardenis2.28
Kazlauskas         22989Vardenis4.44
Petrauskas         22990Vardenis4.84
Pranevicius        22995Vardenis3.92
Pranevicius        22996Vardenis3.96
Urbonas            22998Vardenis3.48
Petrauskas         22999Vardenis4.64
Navickas           23002Vardenis3.92
Pranevicius        23003Vardenis4.24
Urbonas            23004Vardenis2.76
Butkus             23007Vardenis2.68
Vasiliauskas       23008Vardenis3.96
Pranevicius        23011Vardenis3.88
Urbonas            23014Vardenis3.08
Kazlauskas         23019Vardenis3.56
Petrauskas         23020Vardenis4.92
Kazlauskas         23021Vardenis3.92
Butkus             23022Vardenis4.68
Navickas           23023Vardenis3.00
Petrauskas         23025Vardenis3.52
Ramanauskas        23029Vardenis2.96
Navickas           23031Vardenis3.36
Vasiliauskas       23033Vardenis3.08
Navickas           23034Vardenis3.00
Ramanauskas        23035Vardenis2.32
Kazlauskas         23036Vardenis4.28
Pranevicius        23037Vardenis4.04
Kavaliauskas       23038Vardenis4.76
Kavaliauskas       23042Vardenis3.96
Kavaliauskas       23044Vardenis4.00
Kazlauskas         23046Vardenis3.08
Pranevicius        23048Vardenis1.88
Jankauskas         23049Vardenis4.64
Vasiliauskas       23051Vardenis3.04
Kazlauskas         23056Vardenis4.92
Jankauskas         23057Vardenis2.52
Jankauskas         23065Vardenis2.52
Ramanauskas        23068Vardenis4.32
Urbonas            23070Vardenis3.72
Petrauskas         23073Vardenis4.56
Kazlauskas         23075Vardenis3.40
Kavaliauskas       23080Vardenis2.52
Kazlauskas         23083Vardenis3.76
Jankauskas         23087Vardenis4.64
Kazlauskas         23092Vardenis2.92
Kavaliauskas       23093Vardenis3.28
Pranevicius        23096Vardenis4.44
Petrauskas         23098Vardenis3.68
Pranevicius        23101Vardenis4.04
Kavaliauskas       23103Vardenis4.68
Kavaliauskas       23107Vardenis3.88
Vasiliauskas       23110Vardenis2.84
Navickas           23112Vardenis4.76
Butkus             23114Vardenis2.76
Butkus             23120Vardenis4.32
Urbonas            23124Vardenis2.16
Pranevicius        23125Vardenis2.68
Pranevicius        23126Vardenis3.96
Vasiliauskas       23131Vardenis2.48
Navickas           23132Vardenis3.72
Kazlauskas         23135Vardenis2.20
Ramanauskas        23138Vardenis3.72
Pranevicius        23139Vardenis3.68
Kazlauskas         23140Vardenis4.64
Vasiliauskas       23141Vardenis4.60
Navickas           23143Vardenis3.36
Kazlauskas         23147Vardenis3.00
Vasiliauskas       23149Vardenis3.48
Kazlauskas         23151Vardenis4.88
Navickas           23156Vardenis4.60
Pranevicius        23159Vardenis3.92
Jankauskas         23162Vardenis3.20
Kazlauskas         23166Vardenis3.56
Urbonas            23168Vardenis2.92
Kavaliauskas       23170Vardenis3.00
Jankauskas         23172Vardenis4.88
Pranevicius        23173Vardenis3.48
Jankauskas         23180Vardenis4.12
Navickas           23187Vardenis4.24
Butkus             23190Vardenis2.64
Urbonas            23192Vardenis4.80
Kazlauskas         23194Vardenis4.44
Ramanauskas        23195Vardenis4.04
Vasiliauskas       23196Vardenis4.20
Navickas           23197Vardenis4.08
Vasiliauskas       23198Vardenis4.76
Kavaliauskas       23199Vardenis4.20
Vasiliauskas       23201Vardenis3.64
Urbonas            23205Vardenis4.68
Vasiliauskas       23219Vardenis4.24
Urbonas            23220Vardenis3.68
Pranevicius        23222Vardenis4.88
Kavaliauskas       23223Vardenis3.00
Kazlauskas         23225Vardenis3.84
Jankauskas         23226Vardenis4.40
Kazlauskas         23227Vardenis2.76
Pranevicius        23230Vardenis3.52
Urbonas            23235Vardenis3.40
Ramanauskas        23237Vardenis4.28
Ramanauskas        23240Vardenis4.84
Navickas           23243Vardenis2.68
Ramanauskas        23245Vardenis4.36
Pranevicius        23247Vardenis2.68
Navickas           23248Vardenis4.20
Petrauskas         23249Vardenis3.92
Urbonas            23253Vardenis4.04
Navickas           23256Vardenis2.96
Ramanauskas        23262Vardenis4.20
Butkus             23264Vardenis4.68
Urbonas            23265Vardenis3.60
Vasiliauskas       23266Vardenis2.48
Butkus             23269Vardenis2.36
Navickas           23271Vardenis3.12
Navickas           23274Vardenis4.56
Pranevicius        23275Vardenis2.92
Navickas           23276Vardenis4.16
Vasiliauskas       23280Vardenis4.32
Navickas           23282Vardenis4.40
Jankauskas         23287Vardenis3.24
Urbonas            23290Vardenis3.84
Vasiliauskas       23292Vardenis4.00
Urbonas            23299Vardenis4.36
Petrauskas         23301Vardenis3.68
Kazlauskas         23303Vardenis3.88
Pranevicius        23305Vardenis3.72
Butkus             23307Vardenis2.92
Pranevicius        23309Vardenis2.92
Navickas           23310Vardenis4.16
Ramanauskas        23311Vardenis4.32
Urbonas            23313Vardenis2.12
Vasiliauskas       23315Vardenis3.96
Jankauskas         23316Vardenis3.08
Vasiliauskas       23321Vardenis2.28
Vasiliauskas       23329Vardenis3.64
Butkus             23330Vardenis2.12
Kazlauskas         23331Vardenis3.04
Pranevicius        23332Vardenis4.76
Jankauskas         23333Vardenis4.12
Ramanauskas        23335Vardenis3.96
Pranevicius        23336Vardenis4.48
Kavaliauskas       23338Vardenis3.76
Ramanauskas        23340Vardenis3.64
Petrauskas         23348Vardenis2.60
Petrauskas         23350Vardenis3.36
Kavaliauskas       23351Vardenis3.08
Pranevicius        23354Vardenis4.08
Urbonas            23357Vardenis3.64
Jankauskas         23359Vardenis4.44
Jankauskas         23361Vardenis4.76
Urbonas            23363Vardenis2.24
Pranevicius        23365Vardenis3.20
Vasiliauskas       23366Vardenis4.16
Kavaliauskas       23369Vardenis3.96
Navickas           23370Vardenis4.72
Vasiliauskas       23373Vardenis2.80
Vasiliauskas       23375Vardenis3.16
Butkus             23376Vardenis4.12
Ramanauskas        23378Vardenis4.88
Urbonas            23379Vardenis3.88
Navickas           23381Vardenis4.24
Butkus             23383Vardenis4.80
Butkus             23384Vardenis4.64
Navickas           23385Vardenis2.44
Kavaliauskas       23394Vardenis3.12
Petrauskas         23395Vardenis4.48
Petrauskas         23398Vardenis2.68
Vasiliauskas       23401Vardenis4.72
Pranevicius        23409Vardenis2.68
Navickas           23412Vardenis4.16
Pranevicius        23414Vardenis4.12
Petrauskas         23415Vardenis2.72
Pranevicius        23417Vardenis4.60
Navickas           23418Vardenis2.68
Vasiliauskas       23419Vardenis3.40
Pranevicius        23422Vardenis3.20
Kavaliauskas       23423Vardenis4.76
Ramanauskas        23427Vardenis4.60
