Pavarde            Vardas       Galutinis
Urbonas            1863Vardenis4.68
Urbonas            1864Vardenis4.32
Navickas           1866Vardenis2.20
Kazlauskas         1869Vardenis4.64
Pranevicius        1871Vardenis4.92
Jankauskas         1874Vardenis4.60
Vasiliauskas       1875Vardenis3.56
Pranevicius        1876Vardenis2.36
Kavaliauskas       1879Vardenis2.36
Pranevicius        1881Vardenis4.68
Navickas           1883Vardenis2.76
Pranevicius        1886Vardenis2.52
Kavaliauskas       1887Vardenis2.84
Petrauskas         1891Vardenis3.16
Navickas           1892Vardenis4.12
Petrauskas         1895Vardenis3.32
Urbonas            1896Vardenis4.68
Ramanauskas        1897Vardenis3.68
Jankauskas         1898Vardenis2.16
Ramanauskas        1899Vardenis4.56
Urbonas            1901Vardenis2.12
Navickas           1902Vardenis2.12
Jankauskas         1905Vardenis2.04
Pranevicius        1906Vardenis4.28
Ramanauskas        1907Vardenis4.48
Pranevicius        1908Vardenis3.92
Vasiliauskas       1909Vardenis3.40
Kavaliauskas       1910Vardenis4.40
Vasiliauskas       1911Vardenis2.68
Butkus             1912Vardenis4.44
Butkus             1915Vardenis4.52
Kavaliauskas       1916Vardenis2.28
Navickas           1917Vardenis4.20
Vasiliauskas       1918Vardenis4.32
Navickas           1919Vardenis4.00
Petrauskas         1922Vardenis4.48
Jankauskas         1923Vardenis2.28
Vasiliauskas       1927Vardenis4.04
Jankauskas         1931Vardenis3.48
Kavaliauskas       1932Vardenis4.96
Vasiliauskas       1934Vardenis4.40
Ramanauskas        1935Vardenis4.00
Butkus             1937Vardenis3.60
Vasiliauskas       1938Vardenis4.44
Ramanauskas        1940Vardenis3.88
Kavaliauskas       1948Vardenis2.96
Urbonas            1952Vardenis3.48
Ramanauskas        1953Vardenis4.80
Urbonas            1955Vardenis3.52
Pranevicius        1956Vardenis3.52
Ramanauskas        1957Vardenis2.12
Vasiliauskas       1961Vardenis4.72
Jankauskas         1964Vardenis3.56
Pranevicius        1967Vardenis3.92
Ramanauskas        1969Vardenis4.52
Butkus             1970Vardenis3.64
Kavaliauskas       1973Vardenis4.16
Jankauskas         1974Vardenis2.52
Butkus             1976Vardenis4.52
Kazlauskas         1977Vardenis3.16
Petrauskas         1978Vardenis4.40
Navickas           1979Vardenis2.92
Vasiliauskas       1983Vardenis4.28
Butkus             1986Vardenis4.08
Petrauskas         1988Vardenis3.84
Ramanauskas        1990Vardenis3.28
Vasiliauskas       1994Vardenis3.24
Jankauskas         1995Vardenis2.44
Butkus             1996Vardenis2.88
Urbonas            1998Vardenis4.84
Petrauskas         2002Vardenis3.44
Navickas           2004Vardenis4.76
Jankauskas         2019Vardenis4.76
Urbonas            2022Vardenis3.96
Kavaliauskas       2030Vardenis4.36
Kazlauskas         2038Vardenis3.76
Butkus             2040Vardenis3.48
Pranevicius        2043Vardenis4.60
Vasiliauskas       2044Vardenis4.16
Ramanauskas        2045Vardenis4.48
Jankauskas         2050Vardenis4.12
Petrauskas         2051Vardenis2.68
Pranevicius        2056Vardenis3.60
Butkus             2059Vardenis3.72
Kavaliauskas       2062Vardenis4.68
Vasiliauskas       2063Vardenis3.12
Vasiliauskas       2064Vardenis2.44
Ramanauskas        2067Vardenis3.48
Butkus             2069Vardenis3.24
Pranevicius        2070Vardenis4.24
Ramanauskas        2073Vardenis3.00
Pranevicius        2074Vardenis3.96
Vasiliauskas       2075Vardenis2.92
Kavaliauskas       2076Vardenis4.56
Kavaliauskas       2079Vardenis2.60
Urbonas            2085Vardenis4.12
Vasiliauskas       2087Vardenis3.04
Navickas           2089Vardenis3.32
Ramanauskas        2093Vardenis2.28
Butkus             2095Vardenis4.32
Ramanauskas        2097Vardenis4.08
Ramanauskas        2099Vardenis3.12
Kazlauskas         2100Vardenis4.80
Jankauskas         2102Vardenis3.52
Jankauskas         2103Vardenis3.04
Ramanauskas        2105Vardenis3.60
Jankauskas         2107Vardenis4.48
Navickas           2109Vardenis2.36
Vasiliauskas       2117Vardenis3.92
Kavaliauskas       2121Vardenis3.84
Vasiliauskas       2123Vardenis4.52
Butkus             2127Vardenis3.40
Jankauskas         2128Vardenis4.00
Pranevicius        2132Vardenis2.96
Butkus             2137Vardenis3.52
Petrauskas         2141Vardenis4.80
Kavaliauskas       2143Vardenis4.92
Kavaliauskas       2148Vardenis4.96
Kavaliauskas       2149Vardenis2.56
Petrauskas         2151Vardenis4.64
Kavaliauskas       2152Vardenis3.92
Kavaliauskas       2153Vardenis3.68
Jankauskas         2158Vardenis3.92
Urbonas            2159Vardenis2.60
Vasiliauskas       2162Vardenis3.76
Vasiliauskas       2163Vardenis3.96
Vasiliauskas       2165Vardenis2.60
Ramanauskas        2167Vardenis4.24
Jankauskas         2173Vardenis2.92
Kazlauskas         2178Vardenis4.48
Urbonas            2182Vardenis3.56
Urbonas            2183Vardenis4.48
Urbonas            2184Vardenis4.20
Ramanauskas        2190Vardenis4.16
Navickas           2191Vardenis4.52
Kavaliauskas       2193Vardenis4.40
Kavaliauskas       2195Vardenis3.00
Urbonas            2198Vardenis2.92
Jankauskas         2199Vardenis4.12
Butkus             2200Vardenis2.36
Urbonas            2203Vardenis4.12
Butkus             2205Vardenis3.36
Kazlauskas         2207Vardenis2.36
Pranevicius        2208Vardenis4.36
Ramanauskas        2209Vardenis3.28
Kazlauskas         2210Vardenis3.36
Kavaliauskas       2211Vardenis3.56
Jankauskas         2215Vardenis3.72
Urbonas            2216Vardenis3.92
Vasiliauskas       2217Vardenis3.12
Jankauskas         2218Vardenis4.84
Pranevicius        2219Vardenis2.44
Kazlauskas         2222Vardenis3.12
Petrauskas         2226Vardenis2.68
Vasiliauskas       2227Vardenis3.64
Urbonas            2228Vardenis2.60
Pranevicius        2231Vardenis4.12
Kazlauskas         2234Vardenis3.00
Navickas           2236Vardenis4.76
Navickas           2237Vardenis3.40
Pranevicius        2238Vardenis3.04
Ramanauskas        2240Vardenis2.96
Jankauskas         2243Vardenis4.08
Kazlauskas         2244Vardenis3.52
Urbonas            2245Vardenis3.52
Ramanauskas        2249Vardenis2.68
Kavaliauskas       2250Vardenis3.24
Pranevicius        2251Vardenis3.92
Ramanauskas        2253Vardenis4.68
Urbonas            2255Vardenis4.36
Pranevicius        2256Vardenis2.80
Kazlauskas         2259Vardenis3.48
Petrauskas         2262Vardenis2.36
Ramanauskas        2264Vardenis3.32
Ramanauskas        2266Vardenis2.76
Urbonas            2271Vardenis4.28
Kavaliauskas       2274Vardenis2.96
Kavaliauskas       2276Vardenis2.44
Petrauskas         2280Vardenis2.20
Kazlauskas         2281Vardenis4.72
Vasiliauskas       2283Vardenis3.56
Kazlauskas         2286Vardenis3.76
Jankauskas         2287Vardenis4.16
Butkus             2288Vardenis4.68
Jankauskas         2290Vardenis4.52
Kavaliauskas       2295Vardenis3.20
Kazlauskas         2296Vardenis3.52
Kazlauskas         2297Vardenis2.84
Ramanauskas        2298Vardenis4.44
Kavaliauskas       2301Vardenis3.60
Kavaliauskas       2302Vardenis2.44
Vasiliauskas       2305Vardenis4.20
Navickas           2306Vardenis3.00
Petrauskas         2309Vardenis4.52
Petrauskas         2310Vardenis4.56
Pranevicius        2311Vardenis4.72
Ramanauskas        2314Vardenis2.64
Kavaliauskas       2317Vardenis3.68
Navickas           2318Vardenis4.96
Kavaliauskas       2322Vardenis4.44
Urbonas            2323Vardenis4.08
Jankauskas         2328Vardenis4.92
Kazlauskas         2331Vardenis4.76
Butkus             2334Vardenis3.00
Pranevicius        2337Vardenis4.52
Navickas           2339Vardenis4.72
Kavaliauskas       2343Vardenis3.56
Kavaliauskas       2345Vardenis4.88
Kavaliauskas       2351Vardenis3.56
Ramanauskas        2355Vardenis3.84
Urbonas            2358Vardenis4.60
Petrauskas         2360Vardenis2.72
Navickas           2361Vardenis4.16
Navickas           2363Vardenis4.72
Petrauskas         2370Vardenis3.56
Jankauskas         2375Vardenis2.88
Vasiliauskas       2386Vardenis2.76
Urbonas            2391Vardenis4.44
Ramanauskas        2399Vardenis4.92
Pranevicius        2402Vardenis4.52
Jankauskas         2408Vardenis3.44
Kazlauskas         2411Vardenis2.36
Pranevicius        2415Vardenis2.68
Kavaliauskas       2417Vardenis4.60
Kazlauskas         2418Vardenis4.16
Kazlauskas         2421Vardenis4.12
Kavaliauskas       2422Vardenis3.96
Urbonas            2424Vardenis3.40
Vasiliauskas       2425Vardenis3.32
Petrauskas         2431Vardenis4.48
Vasiliauskas       2432Vardenis4.56
Butkus             2440Vardenis4.56
Vasiliauskas       2443Vardenis4.84
Urbonas            2447Vardenis3.32
Butkus             2448Vardenis3.48
Navickas           2449Vardenis3.28
Petrauskas         2450Vardenis3.44
Ramanauskas        2452Vardenis2.88
Kavaliauskas       2453Vardenis2.68
Jankauskas         2455Vardenis3.88
Butkus             2457Vardenis4.16
Kavaliauskas       2458Vardenis4.88
Kazlauskas         2463Vardenis4.08
Jankauskas         2467Vardenis4.48
Ramanauskas        2472Vardenis2.84
Kavaliauskas       2476Vardenis4.16
Jankauskas         2478Vardenis4.96
Petrauskas         2479Vardenis2.68
Jankauskas         2480Vardenis2.92
Petrauskas         2488Vardenis2.60
Petrauskas         2496Vardenis2.88
Pranevicius        2499Vardenis4.04
Jankauskas         2500Vardenis2.92
Petrauskas         2502Vardenis4.24
Pranevicius        2503Vardenis3.00
Jankauskas         2504Vardenis3.72
Kavaliauskas       2505Vardenis4.20
Pranevicius        2507Vardenis3.16
Kavaliauskas       2508Vardenis4.80
Jankauskas         2510Vardenis4.96
Vasiliauskas       2511Vardenis2.84
Navickas           2512Vardenis2.76
Petrauskas         2513Vardenis4.96
Urbonas            2515Vardenis2.96
Kavaliauskas       2519Vardenis4.92
Jankauskas         2523Vardenis4.56
Navickas           2524Vardenis3.72
Vasiliauskas       2525Vardenis3.32
Navickas           2527Vardenis4.56
Butkus             2528Vardenis4.92
Urbonas            2529Vardenis3.28
Jankauskas         2530Vardenis4.60
Kazlauskas         2533Vardenis3.52
Vasiliauskas       2535Vardenis2.72
Petrauskas         2539Vardenis3.12
Pranevicius        2541Vardenis4.48
Urbonas            2542Vardenis2.88
Navickas           2544Vardenis2.88
Kavaliauskas       2547Vardenis3.08
Pranevicius        2548Vardenis3.92
Urbonas            2553Vardenis2.88
Pranevicius        2556Vardenis2.36
Butkus             2559Vardenis2.72
Urbonas            2560Vardenis3.72
Ramanauskas        2564Vardenis4.24
Vasiliauskas       2571Vardenis3.04
Butkus             2572Vardenis4.16
Jankauskas         2574Vardenis4.16
Navickas           2575Vardenis3.64
Kazlauskas         2576Vardenis3.28
Kazlauskas         2577Vardenis3.40
Ramanauskas        2578Vardenis4.28
Kazlauskas         2579Vardenis4.68
Pranevicius        2581Vardenis3.40
Kavaliauskas       2583Vardenis3.32
Butkus             2585Vardenis2.88
Navickas           2587Vardenis2.56
Navickas           2591Vardenis4.32
Kazlauskas         2593Vardenis4.12
Petrauskas         2595Vardenis4.00
Jankauskas         2596Vardenis4.76
Vasiliauskas       2597Vardenis4.88
Vasiliauskas       2598Vardenis3.40
Vasiliauskas       2600Vardenis2.36
Navickas           2601Vardenis4.92
Pranevicius        2606Vardenis3.84
Kavaliauskas       2609Vardenis3.28
Butkus             2611Vardenis4.48
Petrauskas         2612Vardenis4.48
Kazlauskas         2622Vardenis4.60
Kavaliauskas       2624Vardenis3.40
Butkus             2628Vardenis4.72
Urbonas            2629Vardenis4.88
Ramanauskas        2630Vardenis3.12
Urbonas            2631Vardenis4.80
Jankauskas         2632Vardenis2.52
Kavaliauskas       2633Vardenis3.00
Pranevicius        2635Vardenis3.08
Navickas           2638Vardenis4.88
Petrauskas         2642Vardenis3.64
Petrauskas         2644Vardenis3.84
Jankauskas         2646Vardenis4.44
Kavaliauskas       2649Vardenis2.68
Butkus             2650Vardenis4.76
Butkus             2651Vardenis3.00
Pranevicius        2653Vardenis2.12
Jankauskas         2655Vardenis3.76
Kazlauskas         2656Vardenis3.76
Pranevicius        2658Vardenis2.20
Ramanauskas        2659Vardenis2.60
Butkus             2661Vardenis4.52
Jankauskas         2664Vardenis2.64
Jankauskas         2665Vardenis3.44
Jankauskas         2667Vardenis4.52
Pranevicius        2668Vardenis3.56
Kazlauskas         2671Vardenis4.16
Vasiliauskas       2676Vardenis3.48
Urbonas            2680Vardenis3.72
Vasiliauskas       2685Vardenis4.76
Kazlauskas         2691Vardenis3.76
Kazlauskas         2693Vardenis4.84
Pranevicius        2694Vardenis4.24
Navickas           2696Vardenis3.44
Butkus             2699Vardenis3.28
Petrauskas         2700Vardenis3.52
Pranevicius        2702Vardenis3.64
Navickas           2704Vardenis3.36
Jankauskas         2706Vardenis3.12
Jankauskas         2707Vardenis2.84
Jankauskas         2714Vardenis3.24
Butkus             2719Vardenis2.60
Ramanauskas        2720Vardenis4.60
Butkus             2721Vardenis4.36
Urbonas            2723Vardenis4.52
Pranevicius        2727Vardenis4.72
Jankauskas         2731Vardenis4.80
Jankauskas         2733Vardenis3.60
Ramanauskas        2740Vardenis3.16
Jankauskas         2742Vardenis4.56
Ramanauskas        2743Vardenis3.48
Ramanauskas        2745Vardenis3.08
Kavaliauskas       2746Vardenis4.48
Jankauskas         2750Vardenis3.12
Kazlauskas         2751Vardenis4.40
Urbonas            2754Vardenis1.96
Butkus             2755Vardenis3.72
Jankauskas         2758Vardenis3.44
Navickas           2759Vardenis3.84
Petrauskas         2764Vardenis3.52
Petrauskas         2767Vardenis4.16
Butkus             2769Vardenis2.68
Petrauskas         2772Vardenis3.44
Vasiliauskas       2774Vardenis3.20
Kavaliauskas       2779Vardenis4.24
Kazlauskas         2784Vardenis3.60
Jankauskas         2785Vardenis3.52
Butkus             2786Vardenis4.16
Ramanauskas        2787Vardenis2.60
Vasiliauskas       2788Vardenis3.24
Ramanauskas        2789Vardenis4.80
Petrauskas         2790Vardenis2.68
Ramanauskas        2791Vardenis3.72
Vasiliauskas       2794Vardenis3.28
Jankauskas         2797Vardenis3.04
Butkus             2800Vardenis3.48
Ramanauskas        2802Vardenis2.44
Urbonas            2805Vardenis2.16
Navickas           2807Vardenis4.76
Pranevicius        2808Vardenis3.32
Pranevicius        2809Vardenis3.88
Petrauskas         2815Vardenis3.24
Ramanauskas        2816Vardenis4.60
Navickas           2817Vardenis3.72
Urbonas            2826Vardenis3.00
Butkus             2828Vardenis3.76
Kazlauskas         2829Vardenis4.72
Vasiliauskas       2838Vardenis4.40
Vasiliauskas       2840Vardenis2.88
Navickas           2841Vardenis4.00
Jankauskas         2843Vardenis1.80
Jankauskas         2844Vardenis3.44
Pranevicius        2849Vardenis4.16
Pranevicius        2854Vardenis2.24
Navickas           2855Vardenis3.24
Navickas           2857Vardenis3.88
Ramanauskas        2860Vardenis4.92
Butkus             2861Vardenis3.16
Kavaliauskas       2863Vardenis2.52
Kazlauskas         2865Vardenis3.40
Kazlauskas         2866Vardenis3.32
Kazlauskas         2868Vardenis2.28
Jankauskas         2869Vardenis4.00
Jankauskas         2872Vardenis2.40
Jankauskas         2873Vardenis3.72
Urbonas            2874Vardenis4.64
Pranevicius        2876Vardenis3.52
Butkus             2883Vardenis4.44
Urbonas            2884Vardenis4.08
Vasiliauskas       2885Vardenis3.60
Navickas           2886Vardenis2.72
Ramanauskas        2887Vardenis3.32
Kazlauskas         2889Vardenis3.92
Petrauskas         2892Vardenis4.28
Vasiliauskas       2896Vardenis4.16
Pranevicius        2901Vardenis3.64
Petrauskas         2903Vardenis4.28
Jankauskas         2905Vardenis2.60
Petrauskas         2906Vardenis2.96
Kazlauskas         2908Vardenis2.52
Kavaliauskas       2910Vardenis3.24
Kavaliauskas       2912Vardenis4.20
Urbonas            2913Vardenis3.72
Petrauskas         2918Vardenis3.80
Ramanauskas        2920Vardenis3.68
Kavaliauskas       2921Vardenis2.76
Navickas           2925Vardenis2.24
Pranevicius        2926Vardenis3.32
Navickas           2928Vardenis3.16
Ramanauskas        2930Vardenis4.96
Kavaliauskas       2931Vardenis3.12
Jankauskas         2932Vardenis4.36
Kazlauskas         2935Vardenis4.24
Urbonas            2938Vardenis2.96
Kazlauskas         2942Vardenis2.64
Ramanauskas        2944Vardenis2.44
Pranevicius        2950Vardenis1.80
Vasiliauskas       2952Vardenis4.24
Jankauskas         2956Vardenis3.20
Urbonas            2957Vardenis3.12
Kavaliauskas       2960Vardenis2.60
Ramanauskas        2962Vardenis4.72
Vasiliauskas       2966Vardenis4.40
Kazlauskas         2972Vardenis2.84
Pranevicius        2974Vardenis4.72
Petrauskas         2975Vardenis3.00
Kazlauskas         2977Vardenis3.16
Jankauskas         2981Vardenis4.96
Pranevicius        2983Vardenis2.76
Pranevicius        2984Vardenis4.44
Pranevicius        2985Vardenis3.36
Kazlauskas         2987Vardenis2.72
Pranevicius        2989Vardenis4.16
Kazlauskas         2990Vardenis3.64
Pranevicius        2995Vardenis3.76
Navickas           2997Vardenis2.84
Navickas           3000Vardenis4.36
Petrauskas         3002Vardenis4.52
Kazlauskas         3003Vardenis2.76
Kazlauskas         3004Vardenis4.24
Vasiliauskas       3005Vardenis4.88
Kazlauskas         3006Vardenis3.88
Kazlauskas         3008Vardenis3.56
Petrauskas         3009Vardenis4.76
Urbonas            3015Vardenis3.32
Urbonas            3018Vardenis4.60
Ramanauskas        3021Vardenis2.36
Jankauskas         3023Vardenis4.92
Petrauskas         3025Vardenis3.32
Vasiliauskas       3026Vardenis3.00
Pranevicius        3029Vardenis3.88
Pranevicius        3031Vardenis2.28
Kazlauskas         3033Vardenis4.40
Petrauskas         3036Vardenis4.36
Petrauskas         3037Vardenis3.80
Urbonas            3039Vardenis4.88
Urbonas            3040Vardenis2.60
Pranevicius        3042Vardenis4.76
Ramanauskas        3045Vardenis2.44
Pranevicius        3048Vardenis3.24
Ramanauskas        3049Vardenis2.76
Pranevicius        3050Vardenis3.96
Kavaliauskas       3051Vardenis4.40
Navickas           3052Vardenis4.08
Vasiliauskas       3058Vardenis3.68
Navickas           3062Vardenis2.88
Kavaliauskas       3063Vardenis4.48
Pranevicius        3065Vardenis4.80
Jankauskas         3068Vardenis3.44
Kavaliauskas       3070Vardenis4.68
Butkus             3072Vardenis3.96
Ramanauskas        3073Vardenis3.40
Kazlauskas         3079Vardenis4.04
Petrauskas         3086Vardenis4.52
Petrauskas         3090Vardenis3.52
Urbonas            3096Vardenis2.52
Pranevicius        3100Vardenis4.12
Navickas           3101Vardenis3.80
Butkus             3103Vardenis4.24
Kavaliauskas       3107Vardenis3.88
Petrauskas         3109Vardenis3.20
Kavaliauskas       3110Vardenis3.00
Jankauskas         3112Vardenis4.36
Jankauskas         3119Vardenis4.04
Butkus             3121Vardenis3.44
Pranevicius        3124Vardenis4.04
Navickas           3126Vardenis4.88
Vasiliauskas       3131Vardenis4.28
Pranevicius        3132Vardenis4.12
Butkus             3134Vardenis3.08
Pranevicius        3135Vardenis4.28
Urbonas            3138Vardenis3.64
Navickas           3139Vardenis4.44
Vasiliauskas       3140Vardenis4.00
Navickas           3144Vardenis3.28
Petrauskas         3145Vardenis3.80
Navickas           3147Vardenis3.92
Urbonas            3149Vardenis1.88
Urbonas            3150Vardenis2.80
Butkus             3152Vardenis4.16
Butkus             3155Vardenis4.72
Navickas           3156Vardenis2.64
Vasiliauskas       3157Vardenis4.96
Ramanauskas        3158Vardenis4.72
Ramanauskas        3164Vardenis4.96
Petrauskas         3168Vardenis3.04
Petrauskas         3173Vardenis2.20
Vasiliauskas       3174Vardenis4.76
Urbonas            3175Vardenis2.92
Urbonas            3177Vardenis2.56
Petrauskas         3179Vardenis4.36
Butkus             3184Vardenis3.44
Vasiliauskas       3185Vardenis4.92
Urbonas            3186Vardenis3.32
Kavaliauskas       3187Vardenis2.52
Kavaliauskas       3194Vardenis3.36
Kavaliauskas       3195Vardenis4.40
Navickas           3196Vardenis3.56
Vasiliauskas       3197Vardenis4.16
Butkus             3198Vardenis4.92
Vasiliauskas       3200Vardenis3.04
Urbonas            3204Vardenis3.68
Pranevicius        3207Vardenis2.96
Petrauskas         3208Vardenis4.84
Butkus             3210Vardenis3.92
Kazlauskas         3211Vardenis3.88
Ramanauskas        3212Vardenis3.48
Navickas           3215Vardenis3.92
Ramanauskas        3216Vardenis4.52
Jankauskas         3218Vardenis2.76
Butkus             3219Vardenis2.68
Navickas           3221Vardenis3.76
Navickas           3222Vardenis4.16
Jankauskas         3223Vardenis3.80
Kavaliauskas       3226Vardenis4.56
Kavaliauskas       3228Vardenis4.52
Navickas           3229Vardenis3.96
Butkus             3233Vardenis4.64
Vasiliauskas       3234Vardenis4.36
Urbonas            3235Vardenis2.56
Navickas           3238Vardenis4.48
Kavaliauskas       3239Vardenis1.32
Navickas           3241Vardenis4.04
Pranevicius        3242Vardenis3.28
Jankauskas         3244Vardenis4.00
Butkus             3249Vardenis4.76
Pranevicius        3250Vardenis3.52
Pranevicius        3256Vardenis4.92
Kazlauskas         3257Vardenis3.32
Ramanauskas        3262Vardenis4.40
Urbonas            3266Vardenis3.04
Petrauskas         3270Vardenis4.96
Butkus             3271Vardenis3.88
Butkus             3272Vardenis4.76
Kavaliauskas       3274Vardenis3.92
Ramanauskas        3275Vardenis4.52
Butkus             3277Vardenis3.04
Butkus             3279Vardenis4.00
Pranevicius        3284Vardenis3.72
Petrauskas         3287Vardenis3.76
Petrauskas         3288Vardenis4.08
Urbonas            3291Vardenis3.88
Butkus             3295Vardenis2.80
Kavaliauskas       3298Vardenis4.92
Kavaliauskas       3303Vardenis4.00
Kazlauskas         3306Vardenis2.92
Butkus             3307Vardenis4.52
Butkus             3308Vardenis3.60
Kazlauskas         3310Vardenis3.56
Vasiliauskas       3311Vardenis3.72
Navickas           3312Vardenis4.64
Jankauskas         3313Vardenis4.08
Vasiliauskas       3319Vardenis3.20
Kazlauskas         3320Vardenis4.52
Jankauskas         3324Vardenis4.52
Kazlauskas         3325Vardenis4.04
Ramanauskas        3326Vardenis3.76
Petrauskas         3327Vardenis4.40
Butkus             3329Vardenis3.40
Navickas           3332Vardenis4.80
Petrauskas         3334Vardenis4.32
Kazlauskas         3339Vardenis3.40
Kazlauskas         3342Vardenis4.20
Ramanauskas        3347Vardenis3.44
Petrauskas         3349Vardenis3.88
Kazlauskas         3350Vardenis3.88
Vasiliauskas       3351Vardenis3.96
Petrauskas         3354Vardenis3.92
Kavaliauskas       3361Vardenis2.76
Kazlauskas         3362Vardenis4.56
Petrauskas         3363Vardenis3.76
Vasiliauskas       3364Vardenis4.20
Pranevicius        3366Vardenis4.52
Kavaliauskas       3368Vardenis2.68
Jankauskas         3369Vardenis3.12
Butkus             3371Vardenis4.16
Petrauskas         3374Vardenis4.08
Pranevicius        3375Vardenis3.08
Petrauskas         3377Vardenis4.04
Petrauskas         3378Vardenis3.04
Kavaliauskas       3381Vardenis4.32
Navickas           3382Vardenis3.08
Ramanauskas        3383Vardenis4.68
Ramanauskas        3384Vardenis4.20
Urbonas            3385Vardenis2.72
Kazlauskas         3396Vardenis4.16
Butkus             3397Vardenis3.56
Butkus             3399Vardenis4.08
Butkus             3400Vardenis4.08
Petrauskas         3401Vardenis3.68
Kazlauskas         3404Vardenis2.84
Kazlauskas         3405Vardenis3.40
Kavaliauskas       3406Vardenis3.28
Butkus             3408Vardenis4.80
Urbonas            3414Vardenis3.72
Pranevicius        3421Vardenis4.96
Ramanauskas        3423Vardenis4.68
Petrauskas         3424Vardenis3.08
Jankauskas         3426Vardenis4.92
Petrauskas         3427Vardenis4.36
Kavaliauskas       3429Vardenis2.76
Kavaliauskas       3431Vardenis4.12
Navickas           3436Vardenis4.00
Urbonas            3441Vardenis2.68
Butkus             3442Vardenis4.48
Urbonas            3445Vardenis4.88
Petrauskas         3452Vardenis4.96
Butkus             3454Vardenis4.12
Pranevicius        3455Vardenis4.00
Petrauskas         3456Vardenis4.32
Kazlauskas         3457Vardenis3.08
Petrauskas         3458Vardenis4.76
Urbonas            3460Vardenis2.80
Navickas           3463Vardenis4.20
Vasiliauskas       3464Vardenis2.92
Butkus             3468Vardenis4.00
Petrauskas         3469Vardenis3.84
Petrauskas         3472Vardenis3.80
Kavaliauskas       3475Vardenis4.68
Kavaliauskas       3476Vardenis4.20
Petrauskas         3480Vardenis4.40
Petrauskas         3485Vardenis4.84
Petrauskas         3486Vardenis3.72
Navickas           3492Vardenis4.76
Kazlauskas         3494Vardenis4.20
Vasiliauskas       3499Vardenis4.00
Butkus             3500Vardenis3.28
Navickas           3505Vardenis2.28
Petrauskas         3506Vardenis4.36
Kazlauskas         3508Vardenis4.00
Kavaliauskas       3509Vardenis2.20
Vasiliauskas       3510Vardenis2.44
Vasiliauskas       3511Vardenis3.56
Jankauskas         3512Vardenis4.44
Jankauskas         3516Vardenis4.64
Kazlauskas         3517Vardenis3.60
Urbonas            3522Vardenis3.84
Vasiliauskas       3525Vardenis4.36
Butkus             3526Vardenis4.56
Butkus             3528Vardenis4.08
Ramanauskas        3533Vardenis3.40
Vasiliauskas       3535Vardenis2.80
Kazlauskas         3536Vardenis2.44
Urbonas            3537Vardenis4.04
Urbonas            3538Vardenis3.84
Kavaliauskas       3539Vardenis3.20
Kazlauskas         3548Vardenis3.84
Navickas           3552Vardenis4.40
Ramanauskas        3553Vardenis4.80
Kavaliauskas       3557Vardenis3.00
Jankauskas         3558Vardenis3.72
Pranevicius        3560Vardenis3.84
Pranevicius        3562Vardenis3.12
Navickas           3568Vardenis3.52
Urbonas            3570Vardenis3.56
Ramanauskas        3571Vardenis2.68
Petrauskas         3575Vardenis3.00
Ramanauskas        3576Vardenis3.60
Kavaliauskas       3577Vardenis4.52
Jankauskas         3578Vardenis4.32
Navickas           3581Vardenis3.16
Urbonas            3587Vardenis2.76
Vasiliauskas       3588Vardenis3.56
Butkus             3589Vardenis3.24
Petrauskas         3593Vardenis3.20
Vasiliauskas       3597Vardenis2.68
Urbonas            3598Vardenis4.96
Petrauskas         3602Vardenis4.68
Ramanauskas        3605Vardenis4.84
Pranevicius        3606Vardenis4.80
Kazlauskas         3608Vardenis3.96
Jankauskas         3610Vardenis2.96
Vasiliauskas       3611Vardenis4.72
Urbonas            3612Vardenis3.08
Urbonas            3613Vardenis3.80
Butkus             3614Vardenis3.04
Pranevicius        3617Vardenis3.60
Butkus             3626Vardenis3.32
Vasiliauskas       3628Vardenis3.56
Jankauskas         3633Vardenis2.68
Vasiliauskas       3636Vardenis2.48
Kavaliauskas       3639Vardenis3.92
Jankauskas         3643Vardenis4.04
Navickas           3644Vardenis3.28
Petrauskas         3646Vardenis4.04
Ramanauskas        3649Vardenis3.60
Butkus             3652Vardenis4.40
Navickas           3653Vardenis4.84
Kazlauskas         3656Vardenis4.48
Vasiliauskas       3657Vardenis3.84
Navickas           3661Vardenis2.76
Petrauskas         3664Vardenis4.16
Vasiliauskas       3667Vardenis4.48
Navickas           3669Vardenis4.44
Kazlauskas         3672Vardenis3.16
Kavaliauskas       3673Vardenis4.56
Urbonas            3674Vardenis3.72
Urbonas            3675Vardenis2.20
Vasiliauskas       3681Vardenis3.68
Vasiliauskas       3682Vardenis2.36
Ramanauskas        3684Vardenis3.00
Kavaliauskas       3685Vardenis4.20
Navickas           3686Vardenis4.08
Urbonas            3687Vardenis4.64
Jankauskas         3688Vardenis4.24
Kavaliauskas       3689Vardenis4.52
Ramanauskas        3693Vardenis3.24
Pranevicius        3695Vardenis3.40
Kavaliauskas       3697Vardenis4.64
Urbonas            3698Vardenis4.80
Navickas           3702Vardenis1.80
Pranevicius        3708Vardenis3.44
Urbonas            3709Vardenis2.88
Ramanauskas        3710Vardenis3.56
Navickas           3712Vardenis4.08
Ramanauskas        3713Vardenis3.08
Ramanauskas        3715Vardenis4.96
Pranevicius        3717Vardenis4.20
Navickas           3724Vardenis2.44
Petrauskas         3725Vardenis3.72
Pranevicius        3728Vardenis4.28
Jankauskas         3730Vardenis4.36
