Pavarde            Vardas       Galutinis
Petrauskas         32033Vardenis6.92
Kazlauskas         32034Vardenis7.60
Urbonas            32035Vardenis8.64
Vasiliauskas       32036Vardenis6.36
Vasiliauskas       32038Vardenis5.56
Ramanauskas        32042Vardenis7.76
Jankauskas         32047Vardenis6.88
Pranevicius        32048Vardenis5.32
Kazlauskas         32049Vardenis5.28
Petrauskas         32050Vardenis6.52
Petrauskas         32051Vardenis7.52
Jankauskas         32053Vardenis5.48
Vasiliauskas       32055Vardenis5.80
Vasiliauskas       32056Vardenis8.88
Vasiliauskas       32058Vardenis5.16
Butkus             32060Vardenis6.28
Ramanauskas        32061Vardenis5.32
Ramanauskas        32062Vardenis6.36
Kazlauskas         32063Vardenis6.36
Petrauskas         32064Vardenis6.88
Ramanauskas        32066Vardenis7.04
Kazlauskas         32068Vardenis7.72
Butkus             32069Vardenis8.40
Vasiliauskas       32070Vardenis8.48
Kazlauskas         32073Vardenis5.08
Jankauskas         32074Vardenis5.72
Ramanauskas        32076Vardenis8.36
Pranevicius        32077Vardenis6.84
Pranevicius        32078Vardenis8.64
Navickas           32079Vardenis5.40
Pranevicius        32080Vardenis8.40
Pranevicius        32081Vardenis8.04
Pranevicius        32082Vardenis5.96
Ramanauskas        32083Vardenis7.04
Vasiliauskas       32084Vardenis8.08
Vasiliauskas       32086Vardenis6.28
Kazlauskas         32087Vardenis7.16
Butkus             32090Vardenis8.72
Jankauskas         32092Vardenis5.84
Navickas           32093Vardenis5.32
Ramanauskas        32095Vardenis7.48
Jankauskas         32097Vardenis8.28
Urbonas            32100Vardenis5.72
Jankauskas         32101Vardenis6.52
Navickas           32102Vardenis5.56
Kavaliauskas       32103Vardenis6.80
Navickas           32106Vardenis8.32
Petrauskas         32107Vardenis7.48
Urbonas            32108Vardenis9.20
Jankauskas         32109Vardenis7.64
Urbonas            32116Vardenis7.84
Kavaliauskas       32118Vardenis7.60
Ramanauskas        32119Vardenis8.08
Navickas           32121Vardenis7.08
Navickas           32123Vardenis6.52
Vasiliauskas       32124Vardenis6.16
Vasiliauskas       32126Vardenis8.40
Jankauskas         32127Vardenis6.20
Jankauskas         32129Vardenis6.08
Butkus             32130Vardenis5.16
Jankauskas         32131Vardenis7.08
Ramanauskas        32132Vardenis5.68
Kazlauskas         32134Vardenis5.96
Jankauskas         32135Vardenis6.32
Jankauskas         32136Vardenis7.16
Butkus             32137Vardenis6.80
Kazlauskas         32141Vardenis7.56
Pranevicius        32144Vardenis7.08
Butkus             32145Vardenis7.76
Jankauskas         32147Vardenis5.20
Ramanauskas        32149Vardenis6.84
Urbonas            32151Vardenis7.68
Kazlauskas         32152Vardenis5.44
Petrauskas         32153Vardenis6.16
Butkus             32154Vardenis6.16
Navickas           32155Vardenis5.32
Vasiliauskas       32158Vardenis5.92
Kavaliauskas       32161Vardenis5.00
Petrauskas         32163Vardenis6.88
Urbonas            32164Vardenis5.00
Petrauskas         32165Vardenis5.76
Vasiliauskas       32166Vardenis5.60
Vasiliauskas       32169Vardenis8.44
Pranevicius        32171Vardenis7.32
Vasiliauskas       32172Vardenis6.20
Navickas           32173Vardenis6.76
Urbonas            32177Vardenis5.00
Pranevicius        32179Vardenis5.04
Vasiliauskas       32180Vardenis8.00
Kavaliauskas       32182Vardenis8.40
Kazlauskas         32183Vardenis7.64
Kazlauskas         32184Vardenis5.68
Urbonas            32185Vardenis7.56
Petrauskas         32186Vardenis7.84
Kavaliauskas       32187Vardenis8.28
Ramanauskas        32189Vardenis6.36
Jankauskas         32190Vardenis8.12
Vasiliauskas       32192Vardenis5.16
Kavaliauskas       32193Vardenis8.56
Vasiliauskas       32194Vardenis6.04
Urbonas            32195Vardenis6.76
Navickas           32196Vardenis5.68
Vasiliauskas       32198Vardenis7.52
Pranevicius        32202Vardenis7.12
Vasiliauskas       32203Vardenis6.60
Kazlauskas         32207Vardenis7.88
Kazlauskas         32208Vardenis7.60
Ramanauskas        32209Vardenis7.52
Ramanauskas        32212Vardenis6.80
Jankauskas         32218Vardenis6.32
Butkus             32219Vardenis8.44
Vasiliauskas       32220Vardenis7.92
Vasiliauskas       32221Vardenis6.48
Kavaliauskas       32222Vardenis6.96
Jankauskas         32223Vardenis6.16
Butkus             32225Vardenis6.32
Pranevicius        32227Vardenis7.20
Kavaliauskas       32229Vardenis5.00
Vasiliauskas       32230Vardenis8.04
Ramanauskas        32233Vardenis7.24
Kavaliauskas       32234Vardenis7.20
Petrauskas         32235Vardenis7.52
Petrauskas         32240Vardenis7.52
Navickas           32241Vardenis8.20
Urbonas            32243Vardenis7.40
Butkus             32247Vardenis5.32
Vasiliauskas       32249Vardenis5.12
Kavaliauskas       32250Vardenis8.44
Kazlauskas         32251Vardenis7.12
Ramanauskas        32252Vardenis7.20
Kavaliauskas       32253Vardenis6.28
Ramanauskas        32254Vardenis7.84
Ramanauskas        32255Vardenis5.64
Jankauskas         32258Vardenis5.36
Petrauskas         32260Vardenis6.16
Urbonas            32262Vardenis7.80
Pranevicius        32265Vardenis5.72
Urbonas            32266Vardenis6.84
Kavaliauskas       32267Vardenis6.92
Butkus             32268Vardenis6.28
Petrauskas         32269Vardenis6.60
Jankauskas         32270Vardenis6.24
Kavaliauskas       32273Vardenis5.76
Jankauskas         32276Vardenis5.28
Kazlauskas         32278Vardenis7.00
Kazlauskas         32279Vardenis7.56
Vasiliauskas       32280Vardenis6.84
Vasiliauskas       32281Vardenis6.96
Urbonas            32282Vardenis8.08
Kavaliauskas       32285Vardenis6.36
Kazlauskas         32287Vardenis7.92
Vasiliauskas       32292Vardenis5.92
Ramanauskas        32293Vardenis7.68
Jankauskas         32294Vardenis6.32
Navickas           32296Vardenis7.12
Jankauskas         32299Vardenis7.12
Navickas           32301Vardenis7.32
Kavaliauskas       32303Vardenis6.36
Ramanauskas        32306Vardenis7.68
Kazlauskas         32309Vardenis7.56
Pranevicius        32310Vardenis6.00
Petrauskas         32311Vardenis8.28
Urbonas            32313Vardenis5.20
Navickas           32315Vardenis7.48
Kavaliauskas       32321Vardenis8.36
Navickas           32322Vardenis7.36
Pranevicius        32324Vardenis7.68
Navickas           32327Vardenis6.24
Navickas           32330Vardenis7.48
Kazlauskas         32331Vardenis9.32
Navickas           32332Vardenis6.12
Kazlauskas         32333Vardenis7.08
Kazlauskas         32336Vardenis5.44
Vasiliauskas       32337Vardenis5.28
Vasiliauskas       32338Vardenis7.96
Urbonas            32339Vardenis6.32
Urbonas            32340Vardenis6.44
Butkus             32342Vardenis5.12
Navickas           32343Vardenis7.92
Kavaliauskas       32345Vardenis6.76
Butkus             32347Vardenis7.48
Urbonas            32349Vardenis9.20
Navickas           32351Vardenis5.08
Kavaliauskas       32352Vardenis5.00
Kazlauskas         32353Vardenis6.40
Ramanauskas        32355Vardenis7.28
Kazlauskas         32356Vardenis5.76
Vasiliauskas       32357Vardenis9.20
Navickas           32362Vardenis5.00
Kazlauskas         32363Vardenis7.80
Navickas           32364Vardenis7.92
Vasiliauskas       32365Vardenis5.72
Ramanauskas        32366Vardenis7.44
Jankauskas         32367Vardenis7.28
Ramanauskas        32368Vardenis7.04
Jankauskas         32369Vardenis6.84
Ramanauskas        32370Vardenis5.84
Pranevicius        32372Vardenis7.40
Kavaliauskas       32373Vardenis7.52
Petrauskas         32374Vardenis7.64
Butkus             32375Vardenis5.52
Ramanauskas        32376Vardenis6.60
Jankauskas         32377Vardenis7.32
Vasiliauskas       32381Vardenis8.72
Pranevicius        32382Vardenis5.88
Pranevicius        32384Vardenis9.04
Ramanauskas        32385Vardenis6.44
Butkus             32386Vardenis5.72
Ramanauskas        32387Vardenis5.56
Kavaliauskas       32388Vardenis6.88
Butkus             32389Vardenis7.64
Ramanauskas        32390Vardenis7.24
Butkus             32391Vardenis7.52
Urbonas            32394Vardenis8.24
Ramanauskas        32395Vardenis5.44
Navickas           32396Vardenis5.08
Butkus             32398Vardenis7.60
Urbonas            32399Vardenis5.64
Kazlauskas         32401Vardenis6.16
Pranevicius        32402Vardenis6.04
Pranevicius        32405Vardenis8.24
Petrauskas         32406Vardenis8.80
Ramanauskas        32407Vardenis8.12
Jankauskas         32409Vardenis5.88
Kazlauskas         32410Vardenis6.04
Navickas           32412Vardenis6.64
Ramanauskas        32413Vardenis7.64
Vasiliauskas       32414Vardenis6.92
Butkus             32416Vardenis6.64
Ramanauskas        32421Vardenis6.08
Petrauskas         32422Vardenis6.92
Kavaliauskas       32423Vardenis5.28
Jankauskas         32428Vardenis7.32
Butkus             32429Vardenis6.72
Pranevicius        32430Vardenis7.32
Petrauskas         32431Vardenis8.40
Butkus             32433Vardenis8.80
Navickas           32436Vardenis5.64
Ramanauskas        32437Vardenis7.04
Kavaliauskas       32440Vardenis6.84
Kavaliauskas       32441Vardenis5.56
Navickas           32442Vardenis6.88
Kavaliauskas       32443Vardenis5.36
Jankauskas         32444Vardenis5.20
Urbonas            32445Vardenis6.20
Kazlauskas         32446Vardenis5.36
Petrauskas         32448Vardenis6.72
Kazlauskas         32451Vardenis7.36
Vasiliauskas       32453Vardenis8.16
Kavaliauskas       32454Vardenis7.08
Jankauskas         32455Vardenis7.24
Pranevicius        32457Vardenis5.28
Kazlauskas         32458Vardenis7.44
Butkus             32459Vardenis7.72
Kavaliauskas       32462Vardenis7.60
Kavaliauskas       32463Vardenis7.20
Urbonas            32465Vardenis5.12
Kazlauskas         32467Vardenis6.60
Kavaliauskas       32468Vardenis7.68
Kazlauskas         32469Vardenis5.56
Kazlauskas         32470Vardenis6.44
Kazlauskas         32476Vardenis8.08
Kazlauskas         32482Vardenis5.28
Petrauskas         32485Vardenis5.72
Butkus             32487Vardenis8.40
Navickas           32488Vardenis8.88
Pranevicius        32489Vardenis5.96
Navickas           32490Vardenis5.68
Butkus             32491Vardenis8.32
Ramanauskas        32495Vardenis7.72
Navickas           32496Vardenis7.36
Jankauskas         32497Vardenis8.56
Ramanauskas        32498Vardenis7.28
Ramanauskas        32499Vardenis6.36
Urbonas            32502Vardenis6.24
Butkus             32503Vardenis7.24
Vasiliauskas       32505Vardenis5.96
Petrauskas         32509Vardenis8.56
Jankauskas         32510Vardenis5.80
Pranevicius        32514Vardenis7.48
Pranevicius        32515Vardenis7.08
Butkus             32516Vardenis7.68
Jankauskas         32517Vardenis6.92
Petrauskas         32518Vardenis8.64
Petrauskas         32519Vardenis7.08
Butkus             32520Vardenis6.24
Vasiliauskas       32523Vardenis7.92
Urbonas            32524Vardenis5.56
Urbonas            32526Vardenis7.36
Petrauskas         32528Vardenis8.16
Pranevicius        32529Vardenis8.64
Pranevicius        32533Vardenis7.00
Urbonas            32534Vardenis8.12
Kazlauskas         32537Vardenis7.12
Butkus             32540Vardenis8.12
Urbonas            32541Vardenis5.88
Kavaliauskas       32542Vardenis6.00
Urbonas            32543Vardenis7.64
Ramanauskas        32544Vardenis5.64
Kavaliauskas       32545Vardenis6.80
Kazlauskas         32546Vardenis8.04
Ramanauskas        32547Vardenis9.36
Butkus             32548Vardenis7.08
Urbonas            32549Vardenis5.96
Kavaliauskas       32553Vardenis5.48
Navickas           32556Vardenis7.24
Petrauskas         32559Vardenis5.96
Jankauskas         32560Vardenis5.04
Kavaliauskas       32562Vardenis5.36
Petrauskas         32563Vardenis5.12
Butkus             32564Vardenis8.88
Pranevicius        32565Vardenis7.12
Ramanauskas        32567Vardenis7.60
Vasiliauskas       32568Vardenis8.12
Butkus             32569Vardenis6.48
Vasiliauskas       32570Vardenis5.72
Kavaliauskas       32571Vardenis7.32
Pranevicius        32572Vardenis6.12
Vasiliauskas       32575Vardenis7.52
Kazlauskas         32576Vardenis5.00
Ramanauskas        32577Vardenis7.52
Urbonas            32578Vardenis7.44
Butkus             32579Vardenis7.72
Urbonas            32580Vardenis5.48
Urbonas            32583Vardenis7.36
Navickas           32584Vardenis7.16
Petrauskas         32588Vardenis5.80
Jankauskas         32590Vardenis6.52
Ramanauskas        32592Vardenis8.40
Petrauskas         32593Vardenis5.08
Navickas           32594Vardenis5.68
Urbonas            32595Vardenis6.76
Ramanauskas        32597Vardenis7.52
Urbonas            32598Vardenis7.24
Petrauskas         32600Vardenis5.36
Vasiliauskas       32601Vardenis8.32
Vasiliauskas       32602Vardenis6.80
Kazlauskas         32603Vardenis7.76
Ramanauskas        32604Vardenis6.84
Navickas           32605Vardenis7.64
Kazlauskas         32607Vardenis7.96
Jankauskas         32608Vardenis5.24
Navickas           32611Vardenis8.48
Kazlauskas         32612Vardenis7.88
Petrauskas         32613Vardenis8.72
Kazlauskas         32614Vardenis6.64
Kavaliauskas       32615Vardenis5.56
Urbonas            32616Vardenis5.32
Butkus             32617Vardenis7.72
Ramanauskas        32619Vardenis5.00
Jankauskas         32620Vardenis6.48
Ramanauskas        32622Vardenis7.44
Pranevicius        32623Vardenis5.80
Jankauskas         32624Vardenis8.32
Jankauskas         32625Vardenis7.28
Ramanauskas        32626Vardenis7.64
Petrauskas         32627Vardenis6.40
Pranevicius        32631Vardenis7.60
Kavaliauskas       32632Vardenis8.80
Kazlauskas         32635Vardenis7.04
Pranevicius        32637Vardenis8.24
Kavaliauskas       32640Vardenis8.04
Jankauskas         32643Vardenis7.68
Urbonas            32644Vardenis6.64
Urbonas            32647Vardenis5.04
Kazlauskas         32648Vardenis7.04
Petrauskas         32650Vardenis8.16
Urbonas            32651Vardenis8.72
Butkus             32653Vardenis6.56
Kazlauskas         32654Vardenis6.88
Petrauskas         32655Vardenis5.24
Kazlauskas         32658Vardenis8.00
Pranevicius        32660Vardenis8.60
Urbonas            32661Vardenis5.40
Ramanauskas        32663Vardenis5.28
Kazlauskas         32666Vardenis5.40
Ramanauskas        32667Vardenis7.20
Pranevicius        32668Vardenis6.32
Navickas           32669Vardenis7.24
Petrauskas         32670Vardenis6.00
Butkus             32671Vardenis6.40
Ramanauskas        32672Vardenis5.28
Vasiliauskas       32675Vardenis7.16
Kavaliauskas       32676Vardenis6.92
Kavaliauskas       32678Vardenis7.76
Urbonas            32679Vardenis7.12
Vasiliauskas       32680Vardenis5.60
Jankauskas         32682Vardenis7.00
Ramanauskas        32683Vardenis7.64
Ramanauskas        32684Vardenis7.84
Butkus             32690Vardenis7.44
Navickas           32691Vardenis6.24
Navickas           32694Vardenis7.44
Vasiliauskas       32696Vardenis7.72
Pranevicius        32698Vardenis8.04
Jankauskas         32699Vardenis5.80
Kavaliauskas       32700Vardenis5.68
Butkus             32701Vardenis5.48
Butkus             32703Vardenis5.44
Navickas           32704Vardenis6.76
Navickas           32706Vardenis8.48
Kazlauskas         32707Vardenis5.20
Ramanauskas        32708Vardenis7.00
Kavaliauskas       32709Vardenis9.04
Kavaliauskas       32711Vardenis7.92
Butkus             32712Vardenis6.40
Pranevicius        32714Vardenis6.36
Urbonas            32718Vardenis7.64
Butkus             32719Vardenis6.84
Butkus             32720Vardenis7.52
Navickas           32721Vardenis9.12
Butkus             32722Vardenis6.80
Kavaliauskas       32723Vardenis7.44
Urbonas            32725Vardenis6.64
Urbonas            32726Vardenis6.48
Jankauskas         32731Vardenis8.72
Vasiliauskas       32736Vardenis5.88
Navickas           32737Vardenis5.92
Kavaliauskas       32738Vardenis5.44
Navickas           32739Vardenis6.88
Pranevicius        32740Vardenis5.20
Navickas           32744Vardenis5.68
Vasiliauskas       32748Vardenis7.88
Jankauskas         32749Vardenis5.36
Butkus             32750Vardenis6.20
Navickas           32753Vardenis5.48
Pranevicius        32754Vardenis5.72
Navickas           32755Vardenis7.64
Jankauskas         32756Vardenis7.52
Navickas           32758Vardenis6.84
Butkus             32759Vardenis7.04
Pranevicius        32761Vardenis6.80
Kavaliauskas       32762Vardenis6.68
Urbonas            32763Vardenis5.40
Navickas           32765Vardenis6.60
Butkus             32767Vardenis9.28
Pranevicius        32768Vardenis8.48
Navickas           32769Vardenis5.40
Pranevicius        32771Vardenis6.00
Navickas           32772Vardenis6.96
Butkus             32774Vardenis5.40
Kavaliauskas       32775Vardenis7.36
Jankauskas         32776Vardenis5.12
Butkus             32777Vardenis6.16
Jankauskas         32780Vardenis8.40
Kavaliauskas       32785Vardenis6.44
Urbonas            32788Vardenis7.00
Petrauskas         32789Vardenis5.48
Kazlauskas         32794Vardenis5.00
Kazlauskas         32795Vardenis5.08
Pranevicius        32798Vardenis5.16
Navickas           32799Vardenis6.52
Ramanauskas        32803Vardenis7.68
Navickas           32807Vardenis7.40
Navickas           32808Vardenis6.88
Vasiliauskas       32809Vardenis8.88
Vasiliauskas       32811Vardenis6.80
Urbonas            32813Vardenis6.20
Ramanauskas        32814Vardenis5.36
Kazlauskas         32815Vardenis7.08
Ramanauskas        32816Vardenis6.52
Petrauskas         32818Vardenis5.64
Urbonas            32821Vardenis6.40
Petrauskas         32822Vardenis7.88
Kazlauskas         32824Vardenis5.84
Ramanauskas        32826Vardenis6.24
Urbonas            32827Vardenis8.16
Urbonas            32828Vardenis7.28
Urbonas            32830Vardenis7.92
Kavaliauskas       32833Vardenis9.04
Petrauskas         32835Vardenis5.68
Pranevicius        32836Vardenis7.64
Vasiliauskas       32838Vardenis8.24
Kavaliauskas       32840Vardenis7.76
Ramanauskas        32841Vardenis6.16
Kazlauskas         32843Vardenis7.20
Vasiliauskas       32845Vardenis7.52
Urbonas            32847Vardenis5.56
Petrauskas         32849Vardenis5.08
Urbonas            32850Vardenis5.08
Ramanauskas        32853Vardenis5.60
Pranevicius        32854Vardenis8.52
Vasiliauskas       32855Vardenis6.68
Butkus             32856Vardenis7.72
Ramanauskas        32857Vardenis7.44
Kazlauskas         32860Vardenis5.68
Ramanauskas        32864Vardenis5.04
Navickas           32865Vardenis7.28
Jankauskas         32868Vardenis6.96
Kavaliauskas       32869Vardenis8.08
Pranevicius        32872Vardenis7.00
Urbonas            32873Vardenis5.32
Pranevicius        32874Vardenis5.84
Urbonas            32875Vardenis5.72
Ramanauskas        32876Vardenis5.56
Pranevicius        32877Vardenis7.80
Kazlauskas         32878Vardenis5.52
Petrauskas         32879Vardenis7.16
Kavaliauskas       32880Vardenis6.84
Pranevicius        32883Vardenis6.44
Butkus             32884Vardenis6.68
Butkus             32885Vardenis5.44
Pranevicius        32886Vardenis6.36
Butkus             32892Vardenis5.92
Ramanauskas        32895Vardenis7.28
Kazlauskas         32899Vardenis6.76
Jankauskas         32901Vardenis7.80
Butkus             32902Vardenis7.20
Kazlauskas         32903Vardenis6.40
Navickas           32904Vardenis5.28
Pranevicius        32905Vardenis6.92
Pranevicius        32907Vardenis7.40
Kazlauskas         32909Vardenis8.96
Navickas           32910Vardenis7.68
Petrauskas         32911Vardenis8.00
Kazlauskas         32912Vardenis5.12
Urbonas            32913Vardenis5.36
Vasiliauskas       32914Vardenis6.16
Kazlauskas         32915Vardenis8.80
Kavaliauskas       32920Vardenis7.68
Pranevicius        32922Vardenis6.64
Kavaliauskas       32926Vardenis6.00
Kazlauskas         32929Vardenis7.48
Petrauskas         32931Vardenis7.28
Kazlauskas         32932Vardenis7.92
Ramanauskas        32933Vardenis6.40
Ramanauskas        32935Vardenis5.72
Pranevicius        32936Vardenis7.80
Kazlauskas         32937Vardenis7.84
Kavaliauskas       32939Vardenis6.00
Kazlauskas         32940Vardenis5.80
Navickas           32941Vardenis5.88
Urbonas            32942Vardenis7.92
Ramanauskas        32944Vardenis7.92
Urbonas            32945Vardenis8.48
Jankauskas         32947Vardenis5.16
Urbonas            32950Vardenis5.92
Navickas           32951Vardenis7.20
Jankauskas         32952Vardenis7.60
Kavaliauskas       32953Vardenis5.04
Butkus             32954Vardenis6.68
Petrauskas         32956Vardenis6.76
Pranevicius        32959Vardenis8.00
Vasiliauskas       32960Vardenis6.44
Pranevicius        32962Vardenis5.88
Kazlauskas         32963Vardenis5.52
Vasiliauskas       32965Vardenis6.88
Kazlauskas         32966Vardenis5.64
Urbonas            32968Vardenis6.44
Urbonas            32969Vardenis7.28
Kavaliauskas       32970Vardenis5.52
Kavaliauskas       32971Vardenis7.76
Vasiliauskas       32972Vardenis8.64
Butkus             32973Vardenis6.48
Petrauskas         32974Vardenis6.32
Navickas           32975Vardenis6.00
Vasiliauskas       32977Vardenis7.40
Kazlauskas         32978Vardenis5.60
Kavaliauskas       32979Vardenis7.28
Butkus             32981Vardenis7.16
Pranevicius        32983Vardenis6.12
Pranevicius        32984Vardenis6.72
Petrauskas         32985Vardenis7.48
Pranevicius        32986Vardenis8.16
Jankauskas         32987Vardenis6.88
Navickas           32990Vardenis7.16
Butkus             32993Vardenis6.36
Kazlauskas         32994Vardenis6.24
Butkus             32995Vardenis7.92
Navickas           32998Vardenis5.80
Petrauskas         33001Vardenis5.76
Kazlauskas         33002Vardenis6.48
Jankauskas         33004Vardenis7.28
Vasiliauskas       33006Vardenis7.24
Navickas           33007Vardenis8.44
Navickas           33008Vardenis5.60
Petrauskas         33009Vardenis5.72
Vasiliauskas       33010Vardenis6.40
Ramanauskas        33011Vardenis7.80
Kavaliauskas       33013Vardenis6.68
Pranevicius        33015Vardenis8.32
Kavaliauskas       33016Vardenis8.96
Petrauskas         33017Vardenis6.24
Navickas           33018Vardenis7.08
Urbonas            33020Vardenis6.56
Kazlauskas         33021Vardenis5.16
Butkus             33023Vardenis6.76
Vasiliauskas       33024Vardenis5.16
Navickas           33025Vardenis6.36
Urbonas            33026Vardenis6.76
Navickas           33027Vardenis5.12
Ramanauskas        33028Vardenis5.16
Butkus             33031Vardenis6.52
Navickas           33034Vardenis6.96
Navickas           33036Vardenis6.64
Ramanauskas        33037Vardenis6.72
Vasiliauskas       33038Vardenis7.12
Kazlauskas         33041Vardenis6.88
Pranevicius        33042Vardenis8.12
Navickas           33045Vardenis5.96
Petrauskas         33046Vardenis5.60
Ramanauskas        33047Vardenis5.76
Ramanauskas        33049Vardenis8.24
Petrauskas         33050Vardenis8.12
Kavaliauskas       33053Vardenis6.68
Navickas           33054Vardenis7.84
Urbonas            33056Vardenis6.92
Kazlauskas         33057Vardenis8.16
Navickas           33058Vardenis5.44
Urbonas            33059Vardenis6.20
Vasiliauskas       33060Vardenis8.72
Jankauskas         33067Vardenis8.20
Kavaliauskas       33070Vardenis6.32
Urbonas            33071Vardenis5.44
Kavaliauskas       33072Vardenis5.76
Jankauskas         33074Vardenis8.28
Pranevicius        33077Vardenis7.76
Urbonas            33079Vardenis6.40
Vasiliauskas       33081Vardenis7.28
Pranevicius        33085Vardenis5.20
Jankauskas         33087Vardenis8.36
Pranevicius        33090Vardenis6.16
Ramanauskas        33091Vardenis6.04
Butkus             33092Vardenis8.24
Ramanauskas        33093Vardenis5.84
Kazlauskas         33094Vardenis5.80
Jankauskas         33097Vardenis5.00
Vasiliauskas       33098Vardenis6.08
Urbonas            33099Vardenis5.32
Kavaliauskas       33100Vardenis5.68
Petrauskas         33101Vardenis5.00
Butkus             33102Vardenis5.56
Ramanauskas        33105Vardenis6.56
Kavaliauskas       33107Vardenis5.76
Urbonas            33111Vardenis6.60
Petrauskas         33115Vardenis5.52
Ramanauskas        33116Vardenis7.72
Urbonas            33117Vardenis6.72
Navickas           33118Vardenis7.72
Vasiliauskas       33119Vardenis6.76
Butkus             33121Vardenis8.08
Jankauskas         33123Vardenis5.08
Ramanauskas        33124Vardenis8.24
Petrauskas         33127Vardenis7.24
Petrauskas         33128Vardenis5.60
Kazlauskas         33131Vardenis6.16
Petrauskas         33132Vardenis6.24
Kazlauskas         33133Vardenis5.20
Petrauskas         33135Vardenis7.92
Urbonas            33136Vardenis6.72
Vasiliauskas       33137Vardenis8.24
Pranevicius        33138Vardenis6.08
Urbonas            33139Vardenis7.64
Urbonas            33141Vardenis6.52
Kavaliauskas       33142Vardenis7.20
Pranevicius        33143Vardenis7.24
Ramanauskas        33145Vardenis8.08
Kavaliauskas       33148Vardenis7.20
Butkus             33150Vardenis6.84
Ramanauskas        33151Vardenis8.64
Petrauskas         33152Vardenis5.28
Vasiliauskas       33153Vardenis5.72
Petrauskas         33160Vardenis5.16
Navickas           33161Vardenis5.80
Butkus             33163Vardenis5.56
Vasiliauskas       33164Vardenis7.80
Butkus             33168Vardenis6.64
Pranevicius        33169Vardenis7.44
Pranevicius        33171Vardenis6.80
Vasiliauskas       33172Vardenis6.92
Ramanauskas        33173Vardenis5.32
Urbonas            33174Vardenis6.64
Navickas           33175Vardenis5.28
Urbonas            33176Vardenis7.04
Vasiliauskas       33177Vardenis6.84
Jankauskas         33179Vardenis9.60
Kavaliauskas       33180Vardenis6.72
Vasiliauskas       33182Vardenis7.60
Kazlauskas         33184Vardenis5.52
Urbonas            33185Vardenis6.72
Ramanauskas        33186Vardenis5.68
Kavaliauskas       33187Vardenis7.04
Petrauskas         33189Vardenis7.08
Vasiliauskas       33190Vardenis7.56
Kazlauskas         33191Vardenis6.96
Jankauskas         33192Vardenis7.88
Jankauskas         33199Vardenis8.04
Petrauskas         33200Vardenis5.56
Butkus             33201Vardenis5.80
Kavaliauskas       33202Vardenis7.00
Kavaliauskas       33204Vardenis7.88
Pranevicius        33205Vardenis6.84
Navickas           33206Vardenis5.20
Ramanauskas        33208Vardenis5.00
Petrauskas         33209Vardenis6.12
Kavaliauskas       33212Vardenis7.48
Pranevicius        33214Vardenis6.08
Jankauskas         33216Vardenis5.48
Pranevicius        33217Vardenis6.48
Petrauskas         33218Vardenis6.96
Urbonas            33219Vardenis7.88
Navickas           33220Vardenis8.24
Jankauskas         33224Vardenis5.16
Butkus             33225Vardenis8.56
Jankauskas         33226Vardenis7.32
Ramanauskas        33228Vardenis5.76
Kazlauskas         33231Vardenis8.08
Pranevicius        33232Vardenis5.48
Butkus             33234Vardenis7.40
Kazlauskas         33235Vardenis5.36
Pranevicius        33236Vardenis5.96
Kazlauskas         33237Vardenis6.56
Jankauskas         33239Vardenis6.24
Jankauskas         33243Vardenis5.08
Ramanauskas        33245Vardenis7.96
Navickas           33247Vardenis8.56
Petrauskas         33249Vardenis5.68
Vasiliauskas       33253Vardenis6.40
Butkus             33254Vardenis6.16
Butkus             33255Vardenis8.04
Navickas           33257Vardenis6.92
Ramanauskas        33258Vardenis8.20
Vasiliauskas       33264Vardenis5.84
Navickas           33265Vardenis8.80
Navickas           33266Vardenis5.84
Jankauskas         33269Vardenis6.64
Pranevicius        33271Vardenis8.20
Kazlauskas         33272Vardenis6.68
Petrauskas         33274Vardenis5.04
Ramanauskas        33275Vardenis7.44
Petrauskas         33276Vardenis6.72
Pranevicius        33278Vardenis6.48
Ramanauskas        33279Vardenis6.36
Kazlauskas         33280Vardenis5.12
Urbonas            33283Vardenis7.00
Kavaliauskas       33284Vardenis7.80
Pranevicius        33286Vardenis5.24
Urbonas            33287Vardenis8.00
Navickas           33290Vardenis7.72
Petrauskas         33292Vardenis6.52
Jankauskas         33293Vardenis5.64
Jankauskas         33297Vardenis6.44
Butkus             33298Vardenis6.60
Kavaliauskas       33299Vardenis8.56
Vasiliauskas       33300Vardenis8.00
Jankauskas         33301Vardenis8.72
Kazlauskas         33302Vardenis6.12
Navickas           33304Vardenis5.12
Jankauskas         33307Vardenis6.96
Pranevicius        33308Vardenis5.48
Pranevicius        33310Vardenis5.04
Navickas           33315Vardenis5.68
Petrauskas         33316Vardenis7.04
Urbonas            33317Vardenis5.28
Butkus             33320Vardenis6.24
Navickas           33321Vardenis8.48
Navickas           33322Vardenis7.20
Petrauskas         33323Vardenis8.88
Petrauskas         33324Vardenis8.12
Vasiliauskas       33327Vardenis8.32
Jankauskas         33329Vardenis7.68
Urbonas            33332Vardenis8.80
Pranevicius        33333Vardenis5.00
Ramanauskas        33335Vardenis7.44
Pranevicius        33336Vardenis5.68
Navickas           33339Vardenis8.00
Kavaliauskas       33341Vardenis7.16
Kavaliauskas       33347Vardenis6.56
Navickas           33350Vardenis7.60
Ramanauskas        33352Vardenis5.24
Jankauskas         33354Vardenis6.28
Butkus             33357Vardenis6.92
Navickas           33359Vardenis5.72
